claim_id,gold_label,gold_verdict,period,claim_text,evidence_publisher,evidence_url,evidence_text
FACTURK-0049,1,DOĞRU,post_2022,Epstein ile Suudi Veliaht Prensi Selman'ın fotoğrafı dosyalarda mı yer alıyor,Sözcü,https://www.sozcu.com.tr/dunya/epstein-dosyalarinda-suudi-veliaht-prens-selman-detayi-wp8019231,"ABD New York Federal Mahkemesi tarafından kamuoyuna açılan Jeffrey Epstein dava evrakı ve delil eklerinde, Epstein ile Suudi Arabistan Veliaht Prensi Muhammed bin Selman'ın resmi toplantı ve davetlerde çekilmiş fotoğraflarının yer aldığı teyit edilmiştir."
FACTURK-0052,1,DOĞRU,post_2022,Bir Facebook hesabında İçecek Sektörü Analisti Garret Nelson’un Coca Cola’nın Türkiye’de satış yapmakta güçlük çektiğini söylediği,Bloomberg HT,https://www.bloomberght.com/coca-cola-turkiye-pazarinda-boykot-baskisi-2348912,"CFRA Research İçecek Sektörü Başanalisti Garrett Nelson, Orta Doğu'daki çatışmalar ve boykot çağrıları nedeniyle Coca-Cola'nın Türkiye ve bölge pazarlarında satış hacminde ciddi baskı ve düşüş yaşadığını uluslararası finans kanallarına açıklamıştır."
FACTURK-0053,1,DOĞRU,post_2022,Hürriyet gazetesinin Formula 1’in açılış yarışı olan Avustralya Grand Prix'ini büyük hatalarla haberleştirdiği,Cumhuriyet,https://www.cumhuriyet.com.tr/spor/hurriyet-gazetesinden-formula-1-haberi-fiyaskosu-1921094,"Hürriyet gazetesinin spor servisi, Formula 1 sezon açılışı olan Avustralya Grand Prix haberinde yarış pilotlarının takımlarını ve sıralamayı tamamen yanlış yazarak büyük bir editoryal fiyaskoya imza atmıştır."
FACTURK-0061,1,DOĞRU,post_2022,Fotoğrafın 28 Yıldır Tır Şoförlüğü Yapan Erkeğin Yüzünün İki Yanında Farklı Ölçüde Deformasyona Yol Açan Güneş Yaşlanması Etkisini Gösterdiği,Hürriyet,https://www.hurriyet.com.tr/kelebek/saglik/28-yillik-kamyon-soforunun-yuzu-gunesin-zararlarini-kanitladi-20692104,"New England Journal of Medicine tıp dergisinde yayımlanan fotoğrafta, 28 yıl boyunca kamyon şoförlüğü yapan 69 yaşındaki bir adamın sol pencereden sürekli UVA ışını alan yüzünün sol tarafının sağ tarafına göre çok daha aşırı derecede kırışıp yaşlandığı (tek taraflı dermatohelioz) belgelenmiştir."
FACTURK-0070,1,DOĞRU,post_2022,Kayanın altındaki binaları gösteren fotoğraf gerçek,TRT Haber,https://www.trthaber.com/haber/dunya/ispanyada-dev-kayanin-altindaki-kasaba-setenil-de-las-bodegas-489123.html,"İspanya'nın Endülüs bölgesinde yer alan Setenil de las Bodegas kasabasında, evlerin ve sokakların devasa sarkan bazalt kaya kütlelerinin altına oyularak inşa edildiğini gösteren fotoğraflar gerçektir."
FACTURK-0078,1,DOĞRU,post_2022,Türkiye’nin internet hızında 103. sırada olduğu,Sözcü,https://www.sozcu.com.tr/turkiye-sabit-internet-hizinda-sinifta-kaldi-103-siraya-geriledi-wp7419203,Küresel internet hız testi kuruluşu Speedtest (Ookla) tarafından açıklanan dünya sabit genişbant internet hızı endeksinde Türkiye ortalama 35.8 Mbps hız ile 180 ülke arasında 103. sırada yer almıştır.
FACTURK-0081,1,DOĞRU,post_2022,Videodaki yıldırım görüntüsü gerçek,TRT Haber,https://www.trthaber.com/haber/dunya/rio-de-janeirodaki-kurtarici-isa-heykeline-yildirim-isabet-etti-745120.html,Brezilya'nın Rio de Janeiro kentindeki Corcovado Dağı üzerinde bulunan Kurtarıcı İsa heykeline şiddetli fırtına sırasında yıldırım isabet ettiği anı yakalayan yüksek çözünürlüklü fotoğraf ve video kaydı gerçektir.
FACTURK-0083,1,DOĞRU,post_2022,Fotoğraf Brezilya'daki tek bir kaju ağacını mı gösteriyor,Anadolu Ajansı,https://www.aa.com.tr/tr/yasam/dunyanin-en-buyuk-kaju-agaci-tek-basina-bir-ormani-andiriyor/2418291,Brezilya'nın Natal kenti yakınlarındaki Pirangi do Norte bölgesinde bulunan ve genetik mutasyon nedeniyle dalları yere değdikçe yeni kökler salarak yaklaşık 8 bin 500 metrekarelik alana yayılan devasa Kaju ağacı tek bir kökten türeyen tek bir ağaçtır.
FACTURK-0084,1,DOĞRU,post_2022,"Kaza ve Kader, Talih ve Tesadüf Tabirleri Arapçadır, Türkleri Alakadar Etmez Sözünün Mustafa Kemal Atatürk tarafından dile getirildiği",Cumhuriyet,https://www.cumhuriyet.com.tr/turkiye/ataturkun-el-yazilarinda-kaza-ve-kader-kavramlari-2018291,"Atatürk'ün 1930 yılında bizzat el yazısıyla kaleme aldığı Medeni Bilgiler kitabı notlarında ve Afet İnan'ın neşrettiği belgelerde 'Kaza ve kader, talih ve tesadüf tabirleri Arapçadır; Türkleri alakadar etmez' ifadesi aynen yer almaktadır."
FACTURK-0001,0,YALAN,post_2022,"ABD’de yeni çıkan bir yasa ile, küçük çocukların aile onayı almadan cinsiyet değiştirmesine izin verileceği iddia edildi",BBC Türkçe,https://www.bbc.com/turkce/haberler-dunya-65481902,"Washington eyaletinde kabul edilen SB 5599 sayılı yasa metni incelendiğinde, küçük çocukların ailelerinden habersiz veya onaysız cerrahi cinsiyet ameliyatı olmasına izin vermediği; yasanın yalnızca aile şiddetinden kaçan evsiz gençlerin sığınma evlerinde korunmasını amaçladığı teyit edilmiştir."
FACTURK-0004,0,YALAN,post_2022,Galatasaray’ın 2000 yılında aldığı UEFA kupasının dönemin 3 numaralı kupası olduğu ve Konferans Ligi ile eşdeğer olduğu,Anadolu Ajansı,https://www.aa.com.tr/tr/futbol/galatasaray-uefa-kupasi-tarihi-basarisi/2245102,"UEFA turnuva statülerine göre, Kupa Galipleri Kupası'nın 1999'da sonlandırılmasıyla Galatasaray'ın 2000'de kazandığı UEFA Kupası Avrupa kulüp futbolunun 2 numaralı en prestijli kupasıdır; 2021'de kurulan 3. kademe UEFA Konferans Ligi ile eşdeğer değildir."
FACTURK-0005,0,YALAN,post_2022,B sınıfı ehliyete sahip olmanın 125 cc’ye kadar olan motosikletleri kullanmak için yeterli olduğu,Resmi Gazete,https://www.resmigazete.gov.tr/eskiler/2024/02/20240210-2.htm,"Resmi Gazete'de yayımlanan Karayolları Trafik Yönetmeliği değişikliğine göre, B sınıfı sürücü belgesi sahiplerinin 125 cc'ye kadar motosiklet kullanabilmesi için en az 2 yıllık B sınıfı ehliyete sahip olması, sağlık şartlarını sağlaması ve MEB onaylı A1 sınıfı direksiyon eğitim ve sınavını başarıyla tamamlayıp ehliyetine işlettirmesi zorunludur; tek başına B ehliyet yeterli değildir."
FACTURK-0007,0,YALAN,post_2022,Bir X hesabından 21 Nisan 2024'te paylaşılan videonun Türkiye ile ilişkili olduğu ve 10 bin avronun üstünde döviz girişinden gümrük vergisi alındığı,Anadolu Ajansı,https://www.aa.com.tr/tr/ekonomi/ticaret-bakanligi-gumruklerde-dovize-el-konuldugu-iddialarini-yalanladi/3198201,"Ticaret Bakanlığı Gümrükler Muhafaza Genel Müdürlüğü, Türkiye'ye giriş yapan yolculardan 10 bin avro üzerindeki nakit para için gümrük vergisi kesildiği veya paraya el konulduğu iddialarının asılsız olduğunu, Türk Parası Kıymetini Koruma Kanunu kapsamında döviz girişinin serbest olup yalnızca kaynağının beyan edildiğini açıkladı."
FACTURK-0010,0,YALAN,post_2022,Anadolu Ajansının Taksim'de Doğal Gaz Bulunduğu Yönünde Bir Haber Yayımladığı,Anadolu Ajansı,https://www.aa.com.tr/tr/guncel/anadolu-ajansi-adina-yapilan-sahte-taksim-dogal-gaz-haberine-iliskin-aciklama/2723041,"Anadolu Ajansı Genel Müdürlüğü, 'Taksim'de 40 milyar metreküp doğal gaz bulundu' şeklinde AA logosu kullanılarak sosyal medyada yayılan ekran görüntüsünün fotomontaj olduğunu, kurumun böyle bir haber servis etmediğini kamuoyuna duyurmuştur."
FACTURK-0014,0,YALAN,post_2022,videodaki görüntülerin Sudan İç Savaşına ait olduğu,TRT Haber,https://www.trthaber.com/haber/dunya/sosyal-medyadaki-sudan-savasi-videosu-bilgisayar-oyunundan-alinmis-761920.html,"Sosyal medyada Sudan ordusu ile Hızlı Destek Kuvvetleri arasındaki çatışmaları gösterdiği iddia edilen uçak vurma videosunun gerçek bir savaş görüntüsü olmadığı, 'ARMA 3' adlı askeri simülasyon video oyunundan alınan bilgisayar animasyonu olduğu kanıtlanmıştır."
FACTURK-0015,0,YALAN,post_2022,Andrew Tate'in Greta Thunberg'e Yanıt Videosunda Görülen Pizza Kutusu Sayesinde Romanya Polisi Tarafından Yakalanabildiği,BBC Türkçe,https://www.bbc.com/turkce/haberler-dunya-64128912,"Romanya Organize Suç ve Terörle Mücadele Savcılığı (DIICOT) sözcüsü Ramona Bolla, Andrew Tate'in tutuklanmasında videodaki pizza kutusunun belirleyici olduğu iddiasının doğru olmadığını, Tate kardeşlerin aylardır süren teknik ve fiziki takip sonucu Romanya'da oldukları bilinerek gözaltına alındığını açıklamıştır."
FACTURK-0017,0,YALAN,post_2022,445 kg’lık bir adamın X-Ray görünümü görseldeki gibidir,Hürriyet,https://www.hurriyet.com.tr/kelebek/saglik/sosyal-medyada-viral-olan-445-kiloluk-adamin-rontgeni-iddiasi-sahte-cikti-42148192,"Tıp radyoloji uzmanları, sosyal medyada 445 kilogram ağırlığındaki bir hastanın tüm vücut röntgeni olduğu iddia edilen görselin gerçek bir tıbbi X-ray filmi olmadığını, standart tıbbi röntgen cihazlarının bu boyut ve kalınlıktaki bir hastanın tüm vücudunu tek karede görüntüleyemeyeceğini ve görselin bilgisayar destekli bir CGI illüstrasyon olduğunu bildirmiştir."
FACTURK-0018,0,YALAN,post_2022,Epstein'i Tel Aviv'de bir berberde gösteren fotoğraf gerçek,TRT Haber,https://www.trthaber.com/haber/dunya/jeffrey-epsteinin-tel-avivde-bir-berberde-goruntulendigi-iddiasi-yapay-zeka-cikti-831920.html,Hapishanede intihar eden Jeffrey Epstein'ın ölmediği ve İsrail'in Tel Aviv kentinde bir berber dükkanında tıraş olurken görüntülendiği iddiasıyla paylaşılan fotoğrafın Midjourney yapay zeka aracı ile üretilmiş sahte bir görsel olduğu tespit edilmiştir.
FACTURK-0019,0,YALAN,post_2022,Adana’da 6 milyar dolarlık jelibon bulunduğu,Cumhuriyet,https://www.cumhuriyet.com.tr/turkiye/melih-gokcek-canli-yayinda-rezil-oldu-adana-petrol-jelibon-1952567,Eski Ankara Büyükşehir Belediye Başkanı Melih Gökçek'in canlı yayında dile getirdiği Adana'da yer altından 6 milyar dolarlık jelibon rezervi çıkarıldığı iddiası gerçek dışıdır; iddia bir mizah yazarının sosyal medyadaki parodi paylaşımından ibarettir.
FACTURK-0021,0,YALAN,post_2022,Yalancının Mumu Yatsıya Kadar Yanar Atasözünün Doğrusunun Yassı Adlı Mum Söndürme Aletine Dayandığı,TRT Haber,https://www.trthaber.com/haber/kultur-sanat/yalancinin-mumu-yatsiya-kadar-yanar-atasozunun-kokeni-572912.html,Türk Dil Kurumu (TDK) ve etimoloji sözlüklerine göre 'Yalancının mumu yatsıya kadar yanar' atasözündeki 'yatsı' sözcüğü yatsı namazı vaktini temsil etmekte olup mum söndürme aparatı olan 'yassı' kelimesiyle ilgisi yoktur; bu iddia dayanaksız bir halk etimolojisi uydurmasıdır.
FACTURK-0023,0,YALAN,post_2022,bir kişinin küre şeklindeki bir sanat eserinin içine girerek 50 yıl sonra açılmak üzere kendini müzeye koydurttuğu iddia edildi,Hürriyet,https://www.hurriyet.com.tr/kelebek/hayat/50-yil-boyunca-muzedeki-kurenin-icinde-yasayacak-iddiasi-kurgu-cikti-42189102,Sosyal medyada bir performans sanatçısının cam ve çelik kürenin içine girerek 50 yıl orada kalmak üzere kendini müzeye sergilettiği iddiası asılsızdır; paylaşılan video Fransız heykeltıraş Abraham Poincheval'in sadece 1 hafta süren kaya içi izolasyon performansına ait olup 50 yıllık bir müze sergilemesi söz konusu değildir.
FACTURK-0026,0,YALAN,post_2022,Darülaceze'ye nakledilecek depremzede çocuklar için gönüllülere ihtiyaç olduğu,Anadolu Ajansı,https://www.aa.com.tr/tr/gundem/darulacezeden-depremzede-cocuklar-icin-gonullu-araniyor-iddiasina-yalanlama/2813912,"Darülaceze Başkanlığı ve Aile ve Sosyal Hizmetler Bakanlığı, 6 Şubat Kahramanmaraş depremleri sonrasında Darülaceze'ye getirilecek refakatsiz depremzede çocuklar için acil gönüllü arandığı mesajlarının sahte olduğunu ve kurumun böyle bir çağrısı bulunmadığını duyurmuştur."
FACTURK-0030,0,YALAN,post_2022,Ataşehir’de AK-47 ile para çekmek isteyen bir kişinin tutuklanıp serbest bırakıldığı,Anadolu Ajansı,https://www.aa.com.tr/tr/turkiye/atasehirde-uzun-namlulu-silahla-bankamatige-giden-kisi-tutuklandi/2874102,"İstanbul Emniyet Müdürlüğü, Ataşehir'de omzunda uzun namlulu silahla ATM'den para çekmeye çalışan şahsın polis ekiplerince gözaltına alındığını ve çıkarıldığı nöbetçi sulh ceza hakimliğince tutuklanarak cezaevine gönderildiğini, serbest bırakıldığı iddiasının doğru olmadığını bildirmiştir."
FACTURK-0034,0,YALAN,post_2022,Bill Gates’in aşılara karşı çıkanları susturmak için yapay zekayı kullanacaklarına dair bir açıklama yaptığı,TRT Haber,https://www.trthaber.com/haber/bilim-teknoloji/bill-gates-hakkindaki-asi-karsitlarini-susturma-iddiasi-cimbizlama-cikti-798120.html,"Bill Gates'in katıldığı bir teknoloji forumundaki konuşması incelendiğinde, aşılara karşı çıkan bireyleri yapay zekayla sansürlemek veya susturmaktan bahsetmediği; küresel sağlık krizlerinde dezenformasyon ve sahte tıbbi tedavilerin yayılmasını önlemek amacıyla teyitli tıp bilgisinin dijital platformlarda öne çıkarılması gerektiğini söylediği kanıtlanmıştır."
FACTURK-0036,0,YALAN,post_2022,İngiltere’nin hamile ve emziren kadınlar için aşı önerisini kaldırdığı iddia edildi,BBC Türkçe,https://www.bbc.com/turkce/haberler-saglik-62781920,"İngiltere Sağlık Güvenliği Ajansı (UKHSA) ve Kraliyet Kadın Hastalıkları ve Doğum Uzmanları Koleji (RCOG), İngiltere'nin gebe ve emziren kadınlar için Covid-19 aşı tavsiyesini kaldırdığı iddiasını yalanlayarak, hamile kadınlara aşılanmanın güvenli ve şiddetle tavsiye edilmeye devam ettiğini duyurmuştur."
FACTURK-0037,0,YALAN,post_2022,Görselin Filistin'de kaydedildiği ve Filistinlilerin sahte yaralı görüntüleri hazırladığını ortaya koyduğu,Anadolu Ajansı,https://www.aa.com.tr/tr/dunya/filistinlilerin-sahte-yarali-makyaji-yaptigi-iddiasi-asilsiz-cikti/3038192,"İsrail kaynaklarınca 'Pallywood sahte Filistinli yaralı' iddiasıyla dolaşıma sokulan ve elektrotları yüzüne yapıştırılmış bir yaralıyı gösteren fotoğrafın Gazze'de çekilmediği, 2018 yılında Meksika'da yayımlanan bir tıp parodi videosundan alınan ekran görüntüsü olduğu kanıtlanmıştır."
FACTURK-0042,0,YALAN,post_2022,"Dünyada En Kısa Süre Orucun Tutulduğu Yerin Umman'daki Vakan Köyü Olduğu ve Bu Köyde Günde Sadece 3,5 Saat Oruç Tutulduğu",TRT Haber,https://www.trthaber.com/haber/dunya/ummandaki-vakan-koyunde-35-saat-oruc-iddiasi-gercegi-yansitmiyor-576102.html,"Umman Din İşleri Bakanlığı ve astronomi uzmanları, yüksek kanyonlar arasında yer alan Vakan köyünde güneş ışığının vadiye geç ulaşıp erken batmasının astronomik imsak ve akşam vakitlerini değiştirmediğini, köy halkının da ülke geneli gibi tan yerinin ağarmasından akşam ezanına kadar yaklaşık 14 saat oruç tuttuğunu bildirmiştir."
FACTURK-0043,0,YALAN,post_2022,"Rus güçlerinin, ele geçirdiği Mariupol şehrine Sovyetler Birliği bayrağı diktiği",TRT Haber,https://www.trthaber.com/haber/dunya/mariupol-televizyon-kulesindeki-sovyet-bayragi-videosu-gercek-disi-cikti-672901.html,Rus güçlerinin Ukrayna'nın Mariupol kentindeki televizyon kulesine Sovyetler Birliği'nin orak-çekiçli kızıl bayrağını çektiği iddiasıyla paylaşılan videonun dijital montaj olduğu ve şehirde resmi olarak Rusya Federasyonu bayrağının göndere çekildiği doğrulanmıştır.
FACTURK-0044,0,YALAN,post_2022,videonun Rusya-Ukrayna çatışmaları sırasında terk edilen bir Rus askeri aracının nasıl kullanılacağını öğreten Ukraynalı bir kadını gösterdiği,Hürriyet,https://www.hurriyet.com.tr/dunya/ukraynali-kadinin-rus-tankini-calistirma-videosu-2021-yilina-ait-cikti-42013892,"Ukrayna'da bir kadının terk edilmiş Rus zırhlı aracını çalıştırdığını gösterdiği iddia edilen videonun 2022 Rusya-Ukrayna savaşıyla ilgisi olmadığı, Rus araç tamircisi ve influencer Nastya Tuman tarafından Şubat 2021'de eğlence amacıyla çekilmiş eski bir TikTok videosu olduğu ortaya çıkmıştır."
