text,label,id,authority,publisher,source_url,label_provenance
Sosyal medyada yaygınlaşan ve Teyit'e ihbar olarak gönderilen videonun Türkiye’de bir kreşte öğretmenin çocukları dövdüğünü gösterdiği iddia edildi.,0,3912,0.95,Teyit / Dogruluk Payi Arşivi,https://TeyitOrg-False,fact_check_archive
"TBMM Başkanı Mustafa Şentop, ""Danışma Kurulu toplantısı yaparak Meclisimizin bu haftaki sadece Genel Kurul çalışmalarını, önümüzdeki salı gününden itibaren devam etmek üzere, erteleme kararı aldık"" dedi.",1,3913,0.95,Teyit / Dogruluk Payi Arşivi,https://TRT,fact_check_archive
FETÖ kumpasına takılan bakanlar kim?,0,3914,0.6,Limon Haber (Clickbait),https://twitter.com/limon/status/9.1671E+17,clickbait_archive
Maaşını alamayan inşaat işçisi vinçle binaları yıktı,0,3915,0.6,Limon Haber (Clickbait),https://twitter.com/limon/status/1.03046E+18,clickbait_archive
İnce’den Erdoğan’a dört maddelik ‘ekonomi çağrısı’: *Danışmanlarınızı uzaklaştırın *MB’ye müdahale etmeyin *Acil olmayan kamu yatırımlarının erteleneceğini piyasayla paylaşın * Döviz varlıklarının liraya dönüştürülmesinin gündemde olmadığını paylaşın …,1,3916,0.82,Diken,https://www.diken.com.tr,verified_news_archive
Bir ayakkabı firması daha konkordato istedi,0,3917,0.6,Limon Haber (Clickbait),https://twitter.com/limon/status/1.04684E+18,clickbait_archive
4 kameralı Huawei P20 Pro’nun Türkiye fiyatı belli oldu...,0,3918,0.6,Limon Haber (Clickbait),https://twitter.com/limon/status/9.898E+17,clickbait_archive
Al Pacino ve De Niro'dan yeni film,0,3919,0.6,Limon Haber (Clickbait),https://twitter.com/limon/status/8.34397E+17,clickbait_archive
Taksim'de çocuk istismarını protesto ettiği için gözaltına alınan kadın serbest Taksim'de çocuk istismarını protesto ettiği için gözaltına alınan kadın serbest - Diken,1,3920,0.82,Diken,https://www.diken.com.tr,verified_news_archive
Huber Köşkü önünde intihar girişiminde bulunan ve akşam saatlerinde hayatını kaybeden gencin kimliği belirlendi,1,3921,0.8,Evrensel,https://twitter.com/evrenselgzt/status/6.61237e+17,verified_news_archive
Enes Kanter'in babası için istenen ceza belli oldu,0,3922,0.6,Limon Haber (Clickbait),https://twitter.com/limon/status/1.00869E+18,clickbait_archive
"Türkiye, Suudi Arabistan ve Katar'dan Halep savaşı için cihatçılara silah sevkıyatı",1,3923,0.8,Evrensel,https://twitter.com/evrenselgzt/status/6.56204e+17,verified_news_archive
"Sosyal medyada bir atletizm müsabakasında yarışan kadınların sansürlendiği video, İran’da bir televizyonda yayınlandığı iddiasıyla birçok defa paylaşıldı.",0,3924,0.95,Teyit / Dogruluk Payi Arşivi,https://TeyitOrg-False,fact_check_archive
"Trabzonspor, Avrupa Ligi'ne uzatmalarda veda etti",1,3925,0.8,Evrensel,https://twitter.com/evrenselgzt/status/6.29379e+17,verified_news_archive
Anadolu’yu dünyaya açan taşerona mahkum işçiler,1,3926,0.8,Evrensel,https://twitter.com/evrenselgzt/status/6.60675e+17,verified_news_archive
Gelin-damada 3 dakika içinde büyük şok!,0,3927,0.6,Limon Haber (Clickbait),https://twitter.com/limon/status/9.38341E+17,clickbait_archive
Atalay Filiz davasıyla ilgili flaş gelişme,0,3928,0.6,Limon Haber (Clickbait),https://twitter.com/limon/status/8.11608E+17,clickbait_archive
HDP mitingine katılıp flama taşımak da suç kapsamına girdi!,1,3929,0.8,Evrensel,https://twitter.com/evrenselgzt/status/6.28099e+17,verified_news_archive
"Bu yıl ilk kez düzenlenen Bergama Kozak Yaylası Festivali'nde, bölgede yapılması planlanan altın madenine tepki öne çıktı",1,3930,0.8,Evrensel,https://twitter.com/evrenselgzt/status/1.03658e+18,verified_news_archive
Yüksek Seçim Kurulunun (YSK) görev süresi dolacak 5 üyesinin yerine Yargıtay kontenjanından gelecek 3 üyenin belirlenmesi için Yargıtay Genel Kurulunca 16 Ocak'ta seçim yapılacak.,1,3931,0.95,Teyit / Dogruluk Payi Arşivi,https://TRT,fact_check_archive
Whatsapp'tan kullanıcılarına bir yenilik daha!,0,3932,0.6,Limon Haber (Clickbait),https://twitter.com/limon/status/7.30281E+17,clickbait_archive
Dikkat! Yarın ya da... Korkutan uyarı!,0,3933,0.6,Limon Haber (Clickbait),https://twitter.com/limon/status/8.73872E+17,clickbait_archive
"Renault işçileri, birliklerini sendikal örgüte çevirmenin yolunu arıyor haberi",1,3934,0.8,Evrensel,https://twitter.com/evrenselgzt/status/6.21209e+17,verified_news_archive
"['Erdoğan', 've', 'Necmiye', 'Alpay', 'hakkında', 'yeni', 'gelişme', '",0,3935,0.6,Limon Haber (Clickbait),https://twitter.com/limon/status/2.14466E+17,clickbait_archive
"#SONDAKİKA Beyaz Saray, Erdoğan ile Trump'ın görüşme tarihini açıkladı",0,3936,0.6,Limon Haber (Clickbait),https://twitter.com/limon/status/9.08753E+17,clickbait_archive
Maç bitti kadınlar birbirine girdi!,0,3937,0.6,Limon Haber (Clickbait),https://twitter.com/limon/status/1.09214E+18,clickbait_archive
Merkez’in net rezervi sadece martta 10 milyar dolar eridi,1,3938,0.82,Diken,https://www.diken.com.tr,verified_news_archive
TİKKO gerillaları son yolculuklarına uğurlandı,1,3939,0.8,Evrensel,https://twitter.com/evrenselgzt/status/6.59379e+17,verified_news_archive
"Rüşvetin belgesi, Platini’nin foyası! - Mithat Fabian",1,3940,0.8,Evrensel,https://twitter.com/evrenselgzt/status/6.48736e+17,verified_news_archive
Instagram'da yıllardır beklenen özellik sonunda geliyor!,0,3941,0.6,Limon Haber (Clickbait),https://twitter.com/limon/status/1.11223E+18,clickbait_archive
Sedat Ergin: İddianame aslında Brunson’un şahsında doğrudan ABD istihbaratını suçluyor … …,1,3942,0.82,Diken,https://www.diken.com.tr,verified_news_archive
Dün gözaltına alınan GYY Bülent Keneş adliyeye sevk edildi.,1,3943,0.8,Evrensel,https://twitter.com/evrenselgzt/status/6.52743e+17,verified_news_archive
#ArefeGününde Kurban bereketini ara ki bulasın!,1,3944,0.8,Evrensel,https://twitter.com/evrenselgzt/status/6.46573e+17,verified_news_archive
İniş yaparken yanan jette Erkan Petekkaya detayı!,0,3945,0.6,Limon Haber (Clickbait),https://twitter.com/limon/status/9.11155E+17,clickbait_archive
Pop yıldızı Ferrari’sini öyle bir fiyata sattı ki...,0,3946,0.6,Limon Haber (Clickbait),https://twitter.com/limon/status/8.23563E+17,clickbait_archive
Görümlü Davasında Emekli Tuğgeneral Mete Sayar ve 5 asker hakkında beraat kararı verildi,1,3947,0.8,Evrensel,https://twitter.com/evrenselgzt/status/6.1701e+17,verified_news_archive
Ay Yapım'dan flaş açıklama! Gökçe Bahadır #UfakTefekCinayetler'den ayrılıyor mu? | #MedyaTava…,0,3948,0.6,Limon Haber (Clickbait),https://twitter.com/limon/status/9.7975E+17,clickbait_archive
Adana'da IŞİD operasyonu: 9 kişi yakalandı.,1,3949,0.8,Evrensel,https://twitter.com/evrenselgzt/status/6.59485e+17,verified_news_archive
"Özel eğitim okulları ile rehabilitasyon merkezlerinde engellilere verilen destek eğitiminin bütçeden karşılanacak kısmı, katma değer vergisi (KDV) hariç bireysel eğitim için aylık 2 bin 421 lira, grup eğitimi için aylık 678 lira olacak.",1,3950,0.95,Teyit / Dogruluk Payi Arşivi,https://TRT,fact_check_archive
İngiltere'den Suudi Arabistan'a büyük şok,0,3951,0.6,Limon Haber (Clickbait),https://twitter.com/limon/status/1.14358E+18,clickbait_archive
TCDD’nin tarihi binası Ankara Medipol Üniversitesi’ne verildi,1,3952,0.82,Diken,https://www.diken.com.tr,verified_news_archive
Suriyeli bir grubun “Türkiye Cumhuriyeti halkının dinden kopuk yaşadığı iddiasıyla Gaziantep Valiliği’ne yürüdüğü” iddia edildi.,0,3953,0.95,Teyit / Dogruluk Payi Arşivi,https://TeyitOrg-False,fact_check_archive
Metin Akpınar hakkında yeni gelişme,0,3954,0.6,Limon Haber (Clickbait),https://twitter.com/limon/status/1.09057E+18,clickbait_archive
Arı zehrinin koronavirüse iyi geldiğini ortaya koyan bilimsel bir çalışma yok. Uzmanlar kontrolsüz yapılan bu işlemin kişiye zarar vereceği görüşünde.,0,3955,0.95,Teyit / Dogruluk Payi Arşivi,https://TeyitOrg-False,fact_check_archive
Bayramlaşmaya gidiyorlar demekki bisey yok gitsinler ülkemde Suriyeli afgan istemiyorum adabiyla duracaksa kapmta dursun bu ülke Türkiye Cumhuriyeti Halkının devletidir onun bunun degil atalarımız bir karış toprak için göğsünü siper edip aldi ama el oğlu merdiven dayayip atlıyor,0,3956,0.85,MIDE22 Research Dataset,https://huggingface.co/datasets/ogozcelik/turkish-fake-news-detection,research_annotated_corpus
"Hasta ölümünde ihmaller zinciri: Adana'da Şehir Hastanesinde uzman doktor bulunamadı, 6 saat acil serviste bekletilen hastaya Maraş’ta 10 saat sonra müdahale edildi. Adana Şehir Hastanesi ise ‘prosedür böyle’ dedi",1,3957,0.8,Evrensel,https://twitter.com/evrenselgzt/status/1.07387e+18,verified_news_archive
"Mustafa Denizli'den Konya seyircisine tepki: Çarpacak kalbimiz, susacak dudaklarımız yok mu?",1,3958,0.8,Evrensel,https://twitter.com/evrenselgzt/status/6.54209e+17,verified_news_archive
"Şüpheli aracı takip ediyorlardı, acı haber geldi",0,3959,0.6,Limon Haber (Clickbait),https://twitter.com/limon/status/8.16362E+17,clickbait_archive
SON DAKİKA | Rahmi Turan Saray’da Erdoğan ile görüşen o ismi açıkladı!,0,3960,0.6,Limon Haber (Clickbait),https://twitter.com/limon/status/1.19799E+18,clickbait_archive
TGS ve ÇGD'den saldırıya kınama: 'Mitingi kana bulayan iktidardır',1,3961,0.8,Evrensel,https://twitter.com/evrenselgzt/status/6.52862e+17,verified_news_archive
‘TRT’deki sanatçı alımlarında torpil yapıldığı’ iddiası Meclis gündeminde,1,3962,0.8,Evrensel,https://twitter.com/evrenselgzt/status/6.39506e+17,verified_news_archive
#SONDAKİKA Reyhanlı saldırısının planlayıcısı Yusuf Nazik için mahkemeden karar,0,3963,0.6,Limon Haber (Clickbait),https://twitter.com/limon/status/1.04427E+18,clickbait_archive
"Dr. David Martin: ""Anthony Fauci, virüslerin insanlığa karşı biyolojik silahlandırılması için 191 milyar dolar harcadı",0,3964,0.85,MIDE22 Research Dataset,https://huggingface.co/datasets/ogozcelik/turkish-fake-news-detection,research_annotated_corpus
Barbaros Şansal'a saldıranlara istenen ceza belli oldu,0,3965,0.6,Limon Haber (Clickbait),https://twitter.com/limon/status/8.70573E+17,clickbait_archive
"AKP’nin ilk dışişleri bakanı: Türkiye Suriye politikasında hatalar yaptı, ofsayta düştü",1,3966,0.82,Diken,https://www.diken.com.tr,verified_news_archive
Mannheim’da DİDF'in düzenlediği etkinlikte ‘Ermeni Devrimci Paramaz’ konuşuldu,1,3967,0.8,Evrensel,https://twitter.com/evrenselgzt/status/6.57952e+17,verified_news_archive
"HDP, Toplumsal Barışın İnşası için Müzakere kanun teklifini Meclis'e sundu.",1,3968,0.8,Evrensel,https://twitter.com/evrenselgzt/status/6.39405e+17,verified_news_archive
Ayçiçeği üreticisi destek bekliyor,1,3969,0.8,Evrensel,https://twitter.com/evrenselgzt/status/6.2933e+17,verified_news_archive
"Dışişleri Bakanı Mevlüt Çavuşoğlu, Suriye yönetimini kendi toprağı olan İdlib’de kontrol sağlamaya çalışmakla suçladı: Rejimin İdlib'i ele geçirmek istediği açık. Bu ciddi bir risk taşıyor",1,3970,0.8,Evrensel,https://twitter.com/evrenselgzt/status/1.03743e+18,verified_news_archive
"Sonuç olarak, içecek ambalajlarının seri no ve SKT bölümlerinde yer alan (F) ibaresinin yüksek fruktozlu mısır şurubunu işaret ettiği ve bu ibarenin yer aldığı içeceklerde mısır şurubu yer aldığı iddiası doğru.",1,3971,0.95,Teyit / Dogruluk Payi Arşivi,https://TeyitOrg-True,fact_check_archive
"Ailesi karşı çıkmıştı, bir hafta sonra hayatını kaybetti...",0,3972,0.6,Limon Haber (Clickbait),https://twitter.com/limon/status/8.07321E+17,clickbait_archive
"Cizre'deki Gazeteci Zehra Doğan: Bir saat sonra bize ne olacağı belli değil, bir şeyler yapın",1,3973,0.8,Evrensel,https://twitter.com/evrenselgzt/status/6.41239e+17,verified_news_archive
Şırnak - Berxbir Festivali'nin tarihi belli oldu,1,3974,0.8,Evrensel,https://twitter.com/evrenselgzt/status/6.19063e+17,verified_news_archive
Sınır dışı edilen gazeteci Geerdink: Kalbimi Kürdistan'da bıraktım,1,3975,0.8,Evrensel,https://twitter.com/evrenselgzt/status/6.42011e+17,verified_news_archive
20 bin tl butceli uzay praogramini di mi 😉🙃,0,3976,0.85,MIDE22 Research Dataset,https://huggingface.co/datasets/ogozcelik/turkish-fake-news-detection,research_annotated_corpus
Cemil Bayık: ABD çatışmaları sona erdirmek için arabuluculuk rolü üstlenebilir,1,3977,0.8,Evrensel,https://twitter.com/evrenselgzt/status/6.33205e+17,verified_news_archive
'HAYIR' pankartlarına bir saldırı daha Bir gecede 50 pankartı parçaladılar,0,3978,0.6,Limon Haber (Clickbait),https://twitter.com/limon/status/8.51387E+17,clickbait_archive
"Çalışma ve Sosyal Güvenlik Bakanlığınca 2022'de ilk kez uygulanan ""yerindelik"" denetimi modeliyle, iş sağlığı ve güvenliği (İSG) hizmeti veren 1000 ortak sağlık ve güvenlik birimi (OSGB) denetlendi.",1,3979,0.95,Teyit / Dogruluk Payi Arşivi,https://TRT,fact_check_archive
Tekirdağ’da hayvana şiddet protestosu,1,3980,0.82,Diken,https://www.diken.com.tr,verified_news_archive
"Maliye, Saraya neden para yetiştiremiyor?",1,3981,0.8,Evrensel,https://twitter.com/evrenselgzt/status/6.44502e+17,verified_news_archive
"Sayısal Loto çekildi, işte sonuçlar...",0,3982,0.6,Limon Haber (Clickbait),https://twitter.com/limon/status/7.9751E+17,clickbait_archive
Bakan'dan 'emeklilik' açıklaması: Sabırla o yaşı bekleyin!,0,3983,0.6,Limon Haber (Clickbait),https://twitter.com/limon/status/8.34846E+17,clickbait_archive
Dehşet anı kamerada: Seyir halindeki dolmuş infilak etti! - VİDEO,0,3984,0.6,Limon Haber (Clickbait),https://twitter.com/limon/status/8.39489E+17,clickbait_archive
Bir zamanlar tekneler geziyordu! Son hali şaşkına çeviriyor,0,3985,0.6,Limon Haber (Clickbait),https://twitter.com/limon/status/9.8584E+17,clickbait_archive
Aziz Güler’in ailesi: Acımızı yaşamamıza izin verin,1,3986,0.8,Evrensel,https://twitter.com/evrenselgzt/status/6.50642e+17,verified_news_archive
"Rapor: Büyük şirketlerde tüm kar faize gitti, zarar edenler yüzde 50 arttı",1,3987,0.82,Diken,https://www.diken.com.tr,verified_news_archive
Gmail'den yeni güncelleme! İşte dikkat edilmesi gerekenler...,0,3988,0.6,Limon Haber (Clickbait),https://twitter.com/limon/status/8.61623E+17,clickbait_archive
İbrahim Ö. Kaboğlu: Monokrasi yerleştikçe fakirleşme derinleşiyor … …,1,3989,0.82,Diken,https://www.diken.com.tr,verified_news_archive
Akdeniz diyetiyle beslenenlerin beyinleri daha hacimli,1,3990,0.8,Evrensel,https://twitter.com/evrenselgzt/status/6.57482e+17,verified_news_archive
THY'de 2 bin 500 kokpit ve kabin çalışanı işten çıkartıldı!,0,3991,0.85,MIDE22 Research Dataset,https://huggingface.co/datasets/ogozcelik/turkish-fake-news-detection,research_annotated_corpus
Dün kurşunlanan gece kulübü kimin çıktı,0,3992,0.6,Limon Haber (Clickbait),https://twitter.com/limon/status/9.56186E+17,clickbait_archive
"* Bizim (görgüsüz) bayanlar, bir mevkiye gelince kendilerini bir şey sannediyorlar. * Ukrayna ""2015 güzelik kraliçesi"" seçilen Anastasia Lenna, vatanı için ölümü bile göze aldı... #ukraynadakioeğrencilermağdur #BiriBiziSoyuyor #ZamZamYettiBe #RusyaUkraynaSavası #akaryakıt",0,3993,0.85,MIDE22 Research Dataset,https://huggingface.co/datasets/ogozcelik/turkish-fake-news-detection,research_annotated_corpus
48 yıldır sakladıkları sırrı eve gelen kargocu ortaya çıkardı,0,3994,0.6,Limon Haber (Clickbait),https://twitter.com/limon/status/1.04355E+18,clickbait_archive
AKP İstanbul İl Başkanlığı binasına ateş açıldı,1,3995,0.8,Evrensel,https://twitter.com/evrenselgzt/status/6.30107e+17,verified_news_archive
ABD Suriye'deki askerlerinin durumunu açıkladı!,0,3996,0.6,Limon Haber (Clickbait),https://twitter.com/limon/status/9.8551E+17,clickbait_archive
Dizel araçlar resmen yasaklandı! O ülkeden flaş karar...,0,3997,0.6,Limon Haber (Clickbait),https://twitter.com/limon/status/8.91931E+17,clickbait_archive
Prof. Dr. Pekünlü 'eğitim hakkını engelleme' iddiasıyla 2 yıl 1 ay hapis cezasına çarptırıldı,1,3998,0.8,Evrensel,https://twitter.com/evrenselgzt/status/6.49946e+17,verified_news_archive
"Esad genel af çıkardı sebebleri yok kalmaya neden gitmiyorlar tabi hastane, ilaç beleş ver yesin ört uyusun çocuk doğursun bırakın artık Suriyeli guzellemesi yapmayı halk istemiyor",0,3999,0.85,MIDE22 Research Dataset,https://huggingface.co/datasets/ogozcelik/turkish-fake-news-detection,research_annotated_corpus
"İSİG Meclisi: Ağustosta 158, 2015'in ilk 8 ayında 1138 işçi yaşamını yitirdi.",1,4000,0.8,Evrensel,https://twitter.com/evrenselgzt/status/6.39364e+17,verified_news_archive
"Albayrak: Her geçen gün daha güçlü bir güven ortamıyla Türkiye, para birimine güvenenleri mahcup etmeyecek, güvenmeyenleri daha fazla mahcup edecek Albayrak ekonomideki son gelişmeleri yorumladı: Süreç normalize oldu - Diken",1,4001,0.82,Diken,https://www.diken.com.tr,verified_news_archive
Sağlık ocağında aylardır doktor olmayan köy politikacılara kapılarını kapattı,1,4002,0.8,Evrensel,https://twitter.com/evrenselgzt/status/6.37971e+17,verified_news_archive
"Ölümsüz Bizanslının rehberliğinde yolculuk. Bin Yıllık Hemşehri, okurla buluştu.",1,4003,0.8,Evrensel,https://twitter.com/evrenselgzt/status/6.45899e+17,verified_news_archive
"Birleşmiş Milletler, Libya’da artan çatışmalara karşı taraflara müzakere çağrısı yaptı",1,4004,0.8,Evrensel,https://twitter.com/evrenselgzt/status/1.03668e+18,verified_news_archive
"“LGBT fahri üyeliği”, “LGBT Ankara Sözcülüğü” gibi unvanlar bulunmuyor. “LGBT” terimi cinsel yönelim ve cinsiyet kimliklerinin ilk harflerini temsil ediyor, bir sivil toplum örgütünü değil.",0,4005,0.95,Teyit / Dogruluk Payi Arşivi,https://TeyitOrg-False,fact_check_archive
"Arap Coğrafyasında Geçen Hafta: Sahada çatışma, Viyana’da görüşme.",1,4006,0.8,Evrensel,https://twitter.com/evrenselgzt/status/6.61088e+17,verified_news_archive
iPhone'lar için bir dönemin sonu,0,4007,0.6,Limon Haber (Clickbait),https://twitter.com/limon/status/1.13838E+18,clickbait_archive
Mersin'de Suruç Katliamı eylemlerine katılanlara operasyon: 30 gözaltı,1,4008,0.8,Evrensel,https://twitter.com/evrenselgzt/status/6.25905e+17,verified_news_archive
Batman’da Cumartesi Anneleri’nin düzenlemek istediği eylem polislerce engellendi,1,4009,0.8,Evrensel,https://twitter.com/evrenselgzt/status/1.03586e+18,verified_news_archive
Elmanın yanına patates koyduğunuzda bakın ne oluyor!,0,4010,0.6,Limon Haber (Clickbait),https://twitter.com/limon/status/1.1609E+18,clickbait_archive
"['bir', 'tweet', 'attı', 'ki', 'işinden', 'oldu', '",0,4011,0.6,Limon Haber (Clickbait),https://twitter.com/limon/status/2.11901E+17,clickbait_archive
30 milyon TL değerinde! Böyle imha edildi,0,4012,0.6,Limon Haber (Clickbait),https://twitter.com/limon/status/1.01598E+18,clickbait_archive
Iğdır'da polis minibüsüne yapılan saldırıda yaşamını yitiren polis sayısı 11'e yükseldi,1,4013,0.8,Evrensel,https://twitter.com/evrenselgzt/status/6.41156e+17,verified_news_archive
"Bingöl Valiliği, 5 ilçedeki 14 alan için 'Geçici Özel Güvenlik Bölgesi"" ilan etti",1,4014,0.8,Evrensel,https://twitter.com/evrenselgzt/status/6.61633e+17,verified_news_archive
SON DAKİKA I Milyonların beklediği karar TBMM'ye sunuldu!,0,4015,0.6,Limon Haber (Clickbait),https://twitter.com/limon/status/1.13146E+18,clickbait_archive
İnce’den Erdoğan’a: İsrail’e posta koyuyor gibi yapıp arka planda anlaşma …,1,4016,0.82,Diken,https://www.diken.com.tr,verified_news_archive
Troykanın dayatmalarına (OXI-hayır) diyen halk kutlamalar için alanlara çıktı,1,4017,0.8,Evrensel,https://twitter.com/evrenselgzt/status/6.17784e+17,verified_news_archive
Ameliyattan çıkan Bahar Öztan'ın sağlık durumuyla ilgili doktorundan flaş açıklama,0,4018,0.6,Limon Haber (Clickbait),https://twitter.com/limon/status/9.19147E+17,clickbait_archive
"Mehmetçik, depremin ilk anından itibaren harekete geçerek depremzedeler için canla başla yardım faaliyetlerine devam ediyor.",1,4019,0.95,Teyit / Dogruluk Payi Arşivi,https://TRT,fact_check_archive
Makyaj sanatçısı tarafından yaralı asker makyajı yapılan askerlerin Ukraynalı olduğunu iddia eden video “Contamin” isimli dizinin setinde çekilmiş.,0,4020,0.95,Teyit / Dogruluk Payi Arşivi,https://TeyitOrg-False,fact_check_archive
"Milli Savunma Bakanı Akar, TSK komuta kademesi ile birlikte ""Dünyanın ilk SİHA gemisi"" ve Türkiye’nin en büyük savaş gemisi olma özelliğine sahip TCG Anadolu gemisinde incelemelerde bulundu.",1,4021,0.95,Teyit / Dogruluk Payi Arşivi,https://TRT,fact_check_archive
Doğu Türkistan Maarif Derneği üyesi yaklaşık 200 kişiden Tayland Konsolosluğu'na saldırı,1,4022,0.8,Evrensel,https://twitter.com/evrenselgzt/status/6.18901e+17,verified_news_archive
EMEP'ten HDP'ye taziye ziyareti: En iyi cevap ortak mücadeleyle verilecek,1,4023,0.8,Evrensel,https://twitter.com/evrenselgzt/status/6.54308e+17,verified_news_archive
İşten çıkarma yasağı kalkar kalmaz THY'de büyük deprem!,0,4024,0.85,MIDE22 Research Dataset,https://huggingface.co/datasets/ogozcelik/turkish-fake-news-detection,research_annotated_corpus
Fazla ücret alan hastaneye 5 kat ceza,0,4025,0.6,Limon Haber (Clickbait),https://twitter.com/limon/status/8.16361E+17,clickbait_archive
biz bunları konuşmadık mı? Başka Fransız mı geliyor?,0,4026,0.6,Limon Haber (Clickbait),https://twitter.com/limon/status/8.77539E+17,clickbait_archive
Soma Davası'nda 'Suçsuzum' diyen patrona ailelerden tepki: Suçun delili mezarlıkta,1,4027,0.8,Evrensel,https://twitter.com/evrenselgzt/status/6.33673e+17,verified_news_archive
'Telefonlarımızdaki uygulamalar internet paketinizden ne kadar harcıyor?' Sizin için araştırdık…,0,4028,0.6,Limon Haber (Clickbait),https://twitter.com/limon/status/9.19988E+17,clickbait_archive
"Bize hiç bırakmadınız bugün. Teşekkür ederiz... de, ""Bütün günü RT ile yedi"" diyecekler :)",0,4029,0.6,Limon Haber (Clickbait),https://twitter.com/limon/status/9.91658E+17,clickbait_archive
'Abdullah Gül'e suikast' iddiasını yazan isim kovuldu,0,4030,0.6,Limon Haber (Clickbait),https://twitter.com/limon/status/1.09204E+18,clickbait_archive
Teşhis edilen 102 kişinin cenazesi ailelerine teslim edildi,1,4031,0.8,Evrensel,https://twitter.com/evrenselgzt/status/6.53293e+17,verified_news_archive
Çöp döküm sahasında parçalanmış kadın cesedi bulundu,1,4032,0.8,Evrensel,https://twitter.com/evrenselgzt/status/6.34026e+17,verified_news_archive
Yargıtay noktayı koydu! Sevgilisini yakan sanık...,0,4033,0.6,Limon Haber (Clickbait),https://twitter.com/limon/status/1.21021E+18,clickbait_archive
"Enerji ve Tabii Kaynaklar Bakanı Fatih Dönmez, Sakarya Gaz Sahası'ndaki çalışmalara ilişkin görüntüleri paylaştı. Dönmez, ""Türkiye’nin enerjideki bağımsızlık hikayesinin en önemli aktörü sahneye çıkmak üzere"" ifadelerini kullandı.",1,4034,0.95,Teyit / Dogruluk Payi Arşivi,https://TRT,fact_check_archive
Cizre’ye giden CHP Heyeti: Burada hukuk güvenliği yok,1,4035,0.8,Evrensel,https://twitter.com/evrenselgzt/status/6.38319e+17,verified_news_archive
Yeni havalimanına yolcu taşıma ihalesini kazanan belli oldu,0,4036,0.6,Limon Haber (Clickbait),https://twitter.com/limon/status/1.03696E+18,clickbait_archive
Aslan ailesinin Özgecan'sız ilk bayramı,1,4037,0.8,Evrensel,https://twitter.com/evrenselgzt/status/6.21985e+17,verified_news_archive
"Tekerlekli sandalyedeydi, zabıtayı görünce bir anda...",0,4038,0.6,Limon Haber (Clickbait),https://twitter.com/limon/status/1.0369E+18,clickbait_archive
"Deprem bölgelerinde kurulan ""tır eczane ve konteyner eczaneler"" afetzedelerin ilaç ve tıbbi malzeme ihtiyaçlarını tamamen ücretsiz olarak karşılıyor.",1,4039,0.95,Teyit / Dogruluk Payi Arşivi,https://TRT,fact_check_archive
Antep’te de Barış Bloku kuruldu,1,4040,0.8,Evrensel,https://twitter.com/evrenselgzt/status/6.34343e+17,verified_news_archive
"Evrensel yarın 'Parası olmayana ameliyat, oy vermeyene havaalanı yok' manşetiyle bayilerde",1,4041,0.8,Evrensel,https://twitter.com/evrenselgzt/status/6.39899e+17,verified_news_archive
Nagehan Alçı da fark etti: Bu kriz...,0,4042,0.6,Limon Haber (Clickbait),https://twitter.com/limon/status/1.02892E+18,clickbait_archive
Bakan Nasıl da Dikkatlice Hemsire Hanımı Takip Ediyor Yaa Yanlışlıkla Turkovac Vurursa Diğe Diken Üstün de. #Komedi,0,4043,0.85,MIDE22 Research Dataset,https://huggingface.co/datasets/ogozcelik/turkish-fake-news-detection,research_annotated_corpus
"Hafif ticari araç, motosikletli gruba çarptı, 8 kişi hayatını kaybetti",1,4044,0.8,Evrensel,https://twitter.com/evrenselgzt/status/1.03625e+18,verified_news_archive
"Büyük Birlik Partisi Genel Başkanı Mustafa Destici, Muhsin Yazıcıoğlu'nun ölümüne ilişkin soruşturma dosyasının zaten açık olduğunu, bazı talepler nedeniyle soruşturmanın genişletildiğini belirterek, ""Devletimiz ve devletimizin kurumlarıyla birlikte dava süreci artık çözülecek ve tüm şüpheler aydınlatılacaktır"" dedi.",1,4045,0.95,Teyit / Dogruluk Payi Arşivi,https://TRT,fact_check_archive
"Sağlık Bakanı Fahrettin Koca, deprem bölgelerinde 813 ambulans ve 227 UMKE Timi'nin görev yaptığını açıkladı.",1,4046,0.95,Teyit / Dogruluk Payi Arşivi,https://TRT,fact_check_archive
"Ford Otosan işçileri, LG Arçelik işçilerine saldırıyı değerlendirdi",1,4047,0.8,Evrensel,https://twitter.com/evrenselgzt/status/6.18283e+17,verified_news_archive
İzmir'de emek ve demokrasi güçleri Suruç eylemi yapacak,1,4048,0.8,Evrensel,https://twitter.com/evrenselgzt/status/6.24606e+17,verified_news_archive
YSK kararı: Mardin’i kazanan Ahmet Türk’e mazbata verilecek,1,4049,0.82,Diken,https://www.diken.com.tr,verified_news_archive
"Udi hindi yağı kullanın ,kuzenim ilk dozdan sonra çok hastalandı gencecik daha 34 yaşında lütfen dikkat edin kendinize .",0,4050,0.85,MIDE22 Research Dataset,https://huggingface.co/datasets/ogozcelik/turkish-fake-news-detection,research_annotated_corpus
Bir azim ve başarı hikayesi: İki yaşında otizm teşhisi konan Beril artık üniversiteli …,1,4051,0.82,Diken,https://www.diken.com.tr,verified_news_archive
AKP'li yetkililer Reuters'a konuştu: *31 Mart’ta oy oranı yüzde 40’ın altında kalabilir,1,4052,0.82,Diken,https://www.diken.com.tr,verified_news_archive
