claim_id,year,date_published,organisation,gold_label,final_verdict,abstained,is_correct,is_neutral,source_url
FACTURK-0129,2026,2026-02-05T00:00:00+00:00,Teyit,1,YALAN,False,False,True,https://teyit.org/analiz/simpsonlarda-bir-adadaki-bazi-urpertici-tipler-gizlice-dunyayi-yonetiyor-yazdigi-iddiasi
FACTURK-0130,2024,2024-07-22T00:00:00+00:00,Malumatfuruş,1,YALAN,False,False,True,https://www.malumatfurus.org/hahamlarin-duasi/
FACTURK-0131,2025,2025-09-19T16:20:26+00:00,Doğruluk Payı,1,YALAN,False,False,True,https://www.dogrulukpayi.com/dogruluk-kontrolu/ispanya-israil-ile-yaptigi-700-milyon-euroluk-silah-anlasmasini-iptal-mi-etti
FACTURK-0132,2020,2020-11-04T00:00:00+00:00,Malumatfuruş,0,YETERSİZ VERİ,True,False,True,https://www.malumatfurus.org/erzincan-depreminde-mahkumlar-1-gun-serbest-birakildi/
FACTURK-0133,2022,2022-12-16T00:00:00+00:00,Teyit,1,YETERSİZ VERİ,True,False,True,https://teyit.org/analiz/singapurda-tren-camlarinin-binalara-gelince-matlastigi-iddiasi
FACTURK-0134,2024,2024-11-22T00:00:00+00:00,Teyit,1,YETERSİZ VERİ,True,False,True,https://teyit.org/analiz/dunyanin-manyetik-kuzey-kutbu-rusyaya-dogru-mu-kayiyor
FACTURK-0135,2023,2023-06-26T00:00:00+00:00,Teyit,1,YETERSİZ VERİ,True,False,True,https://teyit.org/analiz/cinde-binanin-icinden-tren-hatti-gectigi-iddiasi
FACTURK-0136,2017,2017-06-01T00:00:00+00:00,Teyit,1,DOĞRU,False,True,False,https://teyit.org/analiz/kumbetin-arkasina-ogrenci-yurdu-yapildigi-iddiasi
FACTURK-0137,2022,2022-11-21T14:38:02+00:00,Doğrula,0,YALAN,False,True,True,https://www.dogrula.org/dogrulamalar/videonun-pence-kilic-hava-harekatinda-turk-askerini-gosterdigi-iddiasi/
FACTURK-0138,2020,2020-03-21T18:45:20+00:00,Günün Yalanları,0,DOĞRU,False,False,False,https://gununyalanlari.com/yalan/2380-fransiz-sanofi-firmasi-tarafindan-uretilen-plaquenil-isimli-ilac-koronavirusu-tedavi-ediyor-yalani
FACTURK-0139,2026,2026-01-06T00:00:00+00:00,Teyit,1,DOĞRU,False,True,False,https://teyit.org/analiz/nicolas-maduronun-dea-memuru-ile-fotografi-gercek-mi
FACTURK-0140,2019,2019-05-30T00:00:00+00:00,Malumatfuruş,0,YETERSİZ VERİ,True,False,True,https://www.malumatfurus.org/mustafa-kemal-ataturk-hayattayken-19-mayisin-bayram-olmadigi-iddiasi/
FACTURK-0141,2021,2021-04-15T16:50:04+00:00,Doğruluk Payı,1,YALAN,False,False,True,https://www.dogrulukpayi.com/dogruluk-kontrolu/yavuz-sultan-selim-koprusu-ve-kuzey-cevre-otoyolu-nun-51-nin-cin-menseli-sirkete-satilacagi-iddiasi
FACTURK-0142,2024,2024-11-27T16:27:40+00:00,Doğruluk Payı,0,YALAN,False,True,True,https://www.dogrulukpayi.com/dogruluk-kontrolu/video-abd-ucak-gemisinin-husiler-tarafindan-vuruldugunu-mu-gosteriyor
FACTURK-0143,2018,2018-06-23T00:00:00+00:00,Teyit,1,DOĞRU,False,True,False,https://teyit.org/analiz/oy-pusulalari-uzerinde-oy-kullanilacak-ilin-isminin-yazili-olmasi-gerektigi-iddiasi
FACTURK-0144,2022,2022-04-14T16:36:58+00:00,Doğruluk Payı,0,YETERSİZ VERİ,True,False,False,https://www.dogrulukpayi.com/dogruluk-kontrolu/istanbul-halinde-sebzelerin-cope-dokuldugunu-gosteren-video-guncel-mi
FACTURK-0145,2021,2021-02-28T00:00:00+00:00,Malumatfuruş,0,YALAN,False,True,True,https://www.malumatfurus.org/protez-dis-gorunumlu-flas-bellek/
FACTURK-0146,2023,2023-11-07T12:19:37+00:00,Doğruluk Payı,0,DOĞRU,False,False,False,https://www.dogrulukpayi.com/dogruluk-kontrolu/video-dilan-polat-ve-engin-polat-in-evinde-bulunan-paralari-mi-gosteriyor
FACTURK-0147,2021,2021-05-07T13:29:21+00:00,Doğruluk Payı,0,YALAN,False,True,False,https://www.dogrulukpayi.com/dogruluk-kontrolu/videonun-su-anda-kayip-olan-atlarin-ibb-tarafindan-olduruldugunu-gosterdigi-iddiasi
FACTURK-0148,2020,2020-08-13T00:00:00+00:00,Malumatfuruş,0,DOĞRU,False,False,False,https://www.malumatfurus.org/m-ozdogan-gunlukleri-necmettin-erbakan/
FACTURK-0149,2023,2023-12-08T00:00:00+00:00,Malumatfuruş,1,YALAN,False,False,True,https://www.malumatfurus.org/kedi-pisirme/
FACTURK-0150,2025,2025-10-14T19:58:12+00:00,Doğrula,0,YETERSİZ VERİ,True,False,True,https://www.dogrula.org/dogrulamalar/britney-spearsin-eski-esi-sam-ashgarinin-kucukken-hayrani-olarak-kendisiyle-fotograf-cektirdigi-iddiasi/
FACTURK-0151,2021,2021-07-14T15:22:14+00:00,Doğruluk Payı,0,YETERSİZ VERİ,True,False,True,https://www.dogrulukpayi.com/dogruluk-kontrolu/prof-dr-mehmet-ceyhan-in-covid-19-asilarinin-sorumlulugunu-almadigi-iddiasi
FACTURK-0152,2023,2023-08-17T00:00:00+00:00,Malumatfuruş,0,YETERSİZ VERİ,True,False,True,https://www.malumatfurus.org/bulent-ecevit-1999-marmara-depremi/
FACTURK-0153,2024,2024-06-24T13:37:34+00:00,Doğruluk Payı,0,DOĞRU,False,False,False,https://www.dogrulukpayi.com/dogruluk-kontrolu/tom-hanks-in-kefiye-taktigi-gorsel-guncel-mi
FACTURK-0154,2020,2020-06-15T00:00:00+00:00,Malumatfuruş,0,DOĞRU,False,False,False,https://www.malumatfurus.org/aristonun-biz-tekrar-tekrar-yaptigimiz-seyleriz/
FACTURK-0155,2025,2025-05-23T00:00:00+00:00,Malumatfuruş,1,YETERSİZ VERİ,True,False,True,https://www.malumatfurus.org/fuhus-veresiye/
FACTURK-0156,2022,2022-08-01T16:19:29+00:00,Doğruluk Payı,0,YETERSİZ VERİ,True,False,True,https://www.dogrulukpayi.com/dogruluk-kontrolu/rusya-savunma-bakani-sergey-soygu-sovyetler-birligi-geri-donecek-dedi-mi
FACTURK-0157,2023,2023-06-27T00:00:00+00:00,Malumatfuruş,1,YETERSİZ VERİ,True,False,True,https://www.malumatfurus.org/ibn-haldunun-arap-tarifi/
FACTURK-0158,2021,2021-03-22T17:09:39+00:00,Doğruluk Payı,1,YALAN,False,False,True,https://www.dogrulukpayi.com/dogruluk-kontrolu/gorselde-yer-alan-haritada-turkiye-deki-akraba-evliligi-oranlari-verildigi-iddiasi
FACTURK-0159,2022,2022-07-01T11:26:26+00:00,Doğrula,0,DOĞRU,False,False,False,https://www.dogrula.org/dogrulamalar/rize-artvin-havalimanina-3-milyon-yolcu-garantisi-verildigi-iddiasi/
FACTURK-0160,2023,2023-09-07T00:00:00+00:00,Teyit,1,YALAN,False,False,False,https://teyit.org/analiz/cin-seddinin-bir-bolumu-yikildi-mi
FACTURK-0161,2023,2023-01-10T12:46:34+00:00,Doğruluk Payı,0,YALAN,False,True,True,https://www.dogrulukpayi.com/dogruluk-kontrolu/video-israil-polisinin-filistinli-bir-cocugu-bogdugu-ani-mi-gosteriyor
FACTURK-0162,2019,2019-05-07T00:00:00+00:00,Teyit,1,YETERSİZ VERİ,True,False,True,https://teyit.org/analiz/mebin-almanca-ders-kitabinda-bir-kadinin-montajla-basortulu-gosterildigi-iddiasi
FACTURK-0163,2018,2018-12-28T00:00:00+00:00,Teyit,1,YETERSİZ VERİ,True,False,True,https://teyit.org/analiz/turkiyenin-2018de-yari-ozgur-ulke-statusunden-ozgur-olmayan-ulke-statusune-geriledigi-iddiasi
FACTURK-0164,2021,2021-02-13T00:00:00+00:00,Malumatfuruş,0,YETERSİZ VERİ,True,False,True,https://www.malumatfurus.org/on-olum-sarkisi-cevdet-kudret/
FACTURK-0165,2021,2021-11-18T00:00:00+00:00,Malumatfuruş,0,YETERSİZ VERİ,True,False,True,https://www.malumatfurus.org/klaus-schwab-tutuklandi/
FACTURK-0166,2022,2022-01-24T11:28:31+00:00,Doğruluk Payı,1,YETERSİZ VERİ,True,False,True,https://www.dogrulukpayi.com/dogruluk-kontrolu/giresun-seka-fabrikasi-5-milyon-liraya-ozellestirilip-68-milyon-liraya-geri-mi-alindi
FACTURK-0167,2023,2023-09-26T15:40:59+00:00,Doğruluk Payı,0,YALAN,False,True,False,https://www.dogrulukpayi.com/dogruluk-kontrolu/paylasimdaki-fotograf-sapka-takmadigi-icin-idama-goturulen-kisileri-mi-gosteriyor
FACTURK-0168,2023,2023-05-03T10:43:54+00:00,Doğrula,0,YALAN,False,True,False,https://www.dogrula.org/dogrulamalar/japonyada-lise-mezunu-olmayanlar-oy-kullanamiyor-iddiasi/
FACTURK-0169,2024,2024-01-23T14:22:28+00:00,Doğruluk Payı,1,YETERSİZ VERİ,True,False,True,https://www.dogrulukpayi.com/dogruluk-kontrolu/toblerone-cikolatalar-hakkinda-toplatilma-karari-verildigi-dogru-mu
FACTURK-0170,2024,2024-05-16T00:00:00+00:00,Malumatfuruş,0,YETERSİZ VERİ,True,False,False,https://www.malumatfurus.org/uyandim-uyandim-hep-seni-dusundum/
FACTURK-0171,2024,2024-09-12T00:00:00+00:00,Teyit,1,YETERSİZ VERİ,True,False,True,https://teyit.org/analiz/nikola-tesla-1926-yilinda-akilli-telefonlari-tahmin-etti-mi
FACTURK-0172,2023,2023-05-09T00:00:00+00:00,Malumatfuruş,0,YETERSİZ VERİ,True,False,True,https://www.malumatfurus.org/ismet-inonu-saldiri/
FACTURK-0173,2021,2021-01-27T00:00:00+00:00,Teyit,0,YALAN,False,True,False,https://teyit.org/analiz/yalniz-turklerin-korku-filmi-izlerken-guldugu-ve-turkiyede-kimsenin-korku-filmi-yuzunden-olmedigi-iddiasi
FACTURK-0174,2023,2023-02-14T12:23:26+00:00,Doğruluk Payı,0,DOĞRU,False,False,False,https://www.dogrulukpayi.com/dogruluk-kontrolu/kopeklerin-kurtarildigi-video-kahramanmaras-depremleri-sonrasinda-cekilmedi
FACTURK-0175,2022,2022-07-01T10:21:05+00:00,Doğrula,0,YETERSİZ VERİ,True,False,True,https://www.dogrula.org/dogrulamalar/abd-baskani-joe-bidenin-toplanti-esnasinda-uyudugu-iddiasi/
FACTURK-0176,2024,2024-03-15T14:27:38+00:00,Doğruluk Payı,0,YALAN,False,True,True,https://www.dogrulukpayi.com/dogruluk-kontrolu/video-fransa-da-gece-yarisi-yoldan-gecen-kizlari-rahatsiz-eden-turkleri-mi-gosteriyor
FACTURK-0177,2020,2020-11-10T00:00:00+00:00,Malumatfuruş,0,YALAN,False,True,True,https://www.malumatfurus.org/ataturku-zeybek-oynarken/
FACTURK-0178,2022,2022-03-01T11:51:12+00:00,Doğruluk Payı,0,YALAN,False,True,True,https://www.dogrulukpayi.com/dogruluk-kontrolu/video-ukrayna-ordusuna-katilacak-olan-bir-babanin-ailesine-veda-ettigi-anlari-mi-gosteriyor
FACTURK-0179,2023,2023-01-10T00:00:00+00:00,Teyit,1,DOĞRU,False,True,False,https://teyit.org/analiz/mekkede-ovalar-ve-daglarin-yesillendigi-iddiasi
FACTURK-0180,2024,2024-03-14T00:00:00+00:00,Malumatfuruş,0,YALAN,False,True,True,https://www.malumatfurus.org/isvec-malmode-bir-tren/
FACTURK-0181,2016,2016-01-14T19:16:53+00:00,Günün Yalanları,0,YALAN,False,True,False,https://gununyalanlari.com/yalan/297-cumhuriyetin-mit-uyardi-izlendi-ancak-durdurulamadi-yalani
FACTURK-0182,2020,2020-04-21T00:00:00+00:00,Teyit,1,YETERSİZ VERİ,True,False,False,https://teyit.org/analiz/italyada-koronaviruse-karsi-kuran-okundugu-iddiasi
FACTURK-0183,2023,2023-04-21T00:00:00+00:00,Teyit,1,YALAN,False,False,False,https://teyit.org/analiz/1963-tarihli-bir-gazetede-cep-telefonunun-gosterildigi-iddiasi
FACTURK-0184,2022,2022-12-14T15:59:42+00:00,Doğruluk Payı,1,YALAN,False,False,False,https://www.dogrulukpayi.com/dogruluk-kontrolu/kyk-kredi-burslari-son-10-yilda-dolar-bazinda-ne-kadar-degisti
FACTURK-0185,2019,2019-03-26T00:00:00+00:00,Teyit,1,YALAN,False,False,True,https://teyit.org/analiz/ak-parti-heyetinden-birinin-vatandaslara-seyin-trene-baktigi-gibi-bakiyorlar-dedigi-iddiasi
FACTURK-0186,2026,2026-02-20T12:06:05+00:00,Doğruluk Payı,1,DOĞRU,False,True,False,https://www.dogrulukpayi.com/dogruluk-kontrolu/video-1918-yilinda-batum-alindiktan-sonra-enver-pasa-yi-beklerken-eglenen-askerleri-mi-gosteriyor
FACTURK-0187,2021,2021-08-10T10:22:49+00:00,Doğruluk Payı,1,YETERSİZ VERİ,True,False,True,https://www.dogrulukpayi.com/dogruluk-kontrolu/dunyanin-en-buyuk-yangin-ucaginin-kar-getirmedigi-icin-piyasadan-cekildigi-iddiasi
FACTURK-0188,2026,2026-03-04T00:00:00+00:00,Malumatfuruş,0,YETERSİZ VERİ,True,False,True,https://www.malumatfurus.org/sasi-komutan/
FACTURK-0189,2022,2022-10-17T00:00:00+00:00,Teyit,1,YETERSİZ VERİ,True,False,True,https://teyit.org/analiz/sayistayin-amasradaki-madenle-ilgili-2019-yilinda-uyarida-bulundugu-iddiasi
FACTURK-0190,2016,2016-01-26T16:24:03+00:00,Günün Yalanları,0,YALAN,False,True,False,https://gununyalanlari.com/yalan/315-ethanin-turkiye-daesin-de-cenevreye-katilmasini-istedi-yalani
FACTURK-0191,2024,2024-04-26T00:00:00+00:00,Teyit,1,YALAN,False,False,False,https://teyit.org/analiz/agustos-boceklerinin-omru-yaklasik-dort-hafta-mi
FACTURK-0192,2019,2019-12-17T00:00:00+00:00,Teyit,1,YETERSİZ VERİ,True,False,True,https://teyit.org/analiz/aleyna-tilkiye-ilham-veren-genc-odulu-verildigi-iddiasi
FACTURK-0193,Bilinmiyor,Bilinmiyor,Doğrula,1,DOĞRU,False,True,False,https://www.dogrula.org/dogrulamalar/abd-baskani-donald-trump-obama-ciftini-maymun-olarak-gosteren-bir-video-paylasti-mi/
FACTURK-0194,2023,2023-06-20T00:00:00+00:00,Teyit,1,YETERSİZ VERİ,True,False,True,https://teyit.org/analiz/imf-raporuna-gore-zombi-sirket-sayisinin-en-cok-turkiyede-oldugu-iddiasi
FACTURK-0195,2017,2017-01-17T06:01:13+00:00,Yalansavar,0,YALAN,False,True,True,https://yalansavar.org/2017/01/17/safsatacinin-safsatasi/
FACTURK-0196,2021,2021-08-17T10:55:40+00:00,Doğruluk Payı,1,YALAN,False,False,True,https://www.dogrulukpayi.com/dogruluk-kontrolu/turkiye-nin-toplam-merkezi-yonetim-borcunun-baskanlik-sisteminden-bu-yana-109-arttigi-iddiasi
FACTURK-0197,2023,2023-06-12T11:43:14+00:00,Doğruluk Payı,0,YALAN,False,True,True,https://www.dogrulukpayi.com/dogruluk-kontrolu/paylasimdaki-dolar-yakma-videosu-guncel-mi
FACTURK-0198,2023,2023-02-20T12:55:12+00:00,Doğruluk Payı,1,DOĞRU,False,True,False,https://www.dogrulukpayi.com/dogruluk-kontrolu/video-adiyaman-in-en-az-hasarli-ilcelerinden-kahta-yi-gosteriyor
FACTURK-0199,2021,2021-05-24T17:08:00+00:00,Doğruluk Payı,1,YETERSİZ VERİ,True,False,True,https://www.dogrulukpayi.com/dogruluk-kontrolu/uyurken-sag-tarafa-yatmanin-saglik-icin-faydali-oldugu-iddiasi
FACTURK-0200,2025,2025-01-28T15:15:27+00:00,Doğruluk Payı,1,YALAN,False,False,True,https://www.dogrulukpayi.com/dogruluk-kontrolu/1-subat-2025-ten-itibaren-elektrik-faturalarina-duzenleme-geliyor-mu
FACTURK-0201,2017,2017-01-24T00:00:00+00:00,Teyit,1,DOĞRU,False,True,False,https://teyit.org/analiz/mehmet-simsekin-turkiye-esadsiz-bir-anlasmada-israr-edemez-dedigi-iddiasi
FACTURK-0202,2023,2023-02-17T00:00:00+00:00,Teyit,1,YALAN,False,False,True,https://teyit.org/analiz/cengiz-holdinge-3-milyar-tllik-yatirim-tesviki-verildigi-iddiasi
FACTURK-0203,2019,2019-01-08T00:00:00+00:00,Teyit,0,YALAN,False,True,False,https://teyit.org/analiz/rtukun-cin-kelimesini-yasakladigi-iddiasi
FACTURK-0204,2025,2025-12-10T14:25:01+00:00,Doğruluk Payı,1,YETERSİZ VERİ,True,False,True,https://www.dogrulukpayi.com/dogruluk-kontrolu/son-arastirmalarin-birkac-milyon-yil-icinde-y-kromozomunun-yok-olacagini-gosterdigi-iddiasi-dogru-mu
FACTURK-0205,2021,2021-02-18T14:02:51+00:00,Doğruluk Payı,1,YETERSİZ VERİ,True,False,True,https://www.dogrulukpayi.com/dogruluk-kontrolu/japonya-da-esek-arili-krakerlerin-bulundugu-iddiasi
FACTURK-0206,2019,2019-06-01T00:00:00+00:00,Malumatfuruş,0,YALAN,False,True,False,https://www.malumatfurus.org/tip-ogrencisinin-nihat-hatipogluna-namaz-vakti-geldiginde-ameliyati-birakma-hakkinda-soru-sordugu-iddiasi/
FACTURK-0207,2020,2020-08-11T00:00:00+00:00,Teyit,1,YALAN,False,False,True,https://teyit.org/analiz/fotograf-latin-alfabesine-gecis-iddasi
FACTURK-0208,2017,2017-08-15T00:00:00+00:00,Teyit,1,YETERSİZ VERİ,True,False,False,https://teyit.org/analiz/nazi-almanyasindan-kacan-alman-bilim-insanlarinin-turkiyeye-sigindigi-iddiasi
FACTURK-0209,2019,2019-03-08T00:00:00+00:00,Teyit,0,YETERSİZ VERİ,True,False,True,https://teyit.org/analiz/karisiyla-konusmamak-icin-62-yil-sagir-dilsiz-taklidi-yapan-adam-iddiasi
FACTURK-0210,2026,2026-03-06T16:55:29+00:00,Doğruluk Payı,0,DOĞRU,False,False,False,https://www.dogrulukpayi.com/dogruluk-kontrolu/video-kral-fehd-koprusu-nun-vuruldugu-anlari-mi-gosteriyor
FACTURK-0211,2024,2024-02-26T00:00:00+00:00,Teyit,0,YETERSİZ VERİ,True,False,True,https://teyit.org/analiz/suudi-arabistan-veliaht-prensinin-soyledigi-iddia-edilen-sozler
FACTURK-0212,2022,2022-11-02T00:00:00+00:00,Malumatfuruş,0,YALAN,False,True,True,https://www.malumatfurus.org/candas-tolga-isik-hadi-ozisik/
FACTURK-0213,2025,2025-01-31T10:48:39+00:00,Doğruluk Payı,1,YETERSİZ VERİ,True,False,True,https://www.dogrulukpayi.com/dogruluk-kontrolu/donald-trump-in-hamas-a-50-milyon-dolar-degerinde-prezevatif-gonderilecegini-tespit-ettik-aciklamasi-yaptigi-dogru-mu
FACTURK-0214,2023,2023-01-28T00:00:00+00:00,Malumatfuruş,0,DOĞRU,False,False,False,https://www.malumatfurus.org/japon-bakan-ataturk/
FACTURK-0215,2022,2022-11-21T16:12:35+00:00,Doğruluk Payı,1,YALAN,False,False,False,https://www.dogrulukpayi.com/dogruluk-kontrolu/meclis-tutanaklarinda-zehra-taskesenlioglu-nun-afrika-da-bakir-madeni-oldugu-bilgisi-kaydedildi-mi
FACTURK-0216,2025,2025-01-31T12:46:51+00:00,Doğruluk Payı,1,YETERSİZ VERİ,True,False,True,https://www.dogrulukpayi.com/dogruluk-kontrolu/ispanya-ya-ihrac-edilen-bademlerde-limitin-63-kati-siyanur-mu-tespit-edildi
FACTURK-0217,2021,2021-05-25T11:24:17+00:00,Doğruluk Payı,1,YALAN,False,False,True,https://www.dogrulukpayi.com/dogruluk-kontrolu/dovize-olan-bagimliligin-en-fazla-turkiye-ve-sili-de-arttigi-iddiasi
FACTURK-0218,2021,2021-10-24T00:00:00+00:00,Malumatfuruş,0,YETERSİZ VERİ,True,False,True,https://www.malumatfurus.org/peygamber-develeri-fotografi/
FACTURK-0219,2012,2012-03-11T22:00:56+00:00,Yalansavar,0,YETERSİZ VERİ,True,False,True,https://yalansavar.org/2012/03/12/falcilar-medyumlar-ve-dogaustu-gucleri/
FACTURK-0220,2022,2022-12-26T13:57:08+00:00,Doğruluk Payı,1,YETERSİZ VERİ,True,False,True,https://www.dogrulukpayi.com/dogruluk-kontrolu/kafatasinin-83-u-parcalanan-kisinin-implantlar-sayesinde-eski-goruntusune-kavustugu-iddiasi-dogru-mu
FACTURK-0221,2020,2020-08-14T00:00:00+00:00,Teyit,1,DOĞRU,False,True,False,https://teyit.org/analiz/fotografin-istanbul-okmeydanindaki-tasin-eski-ve-yeni-halini-gosterdigi-iddiasi
FACTURK-0222,2024,2024-05-10T15:11:21+00:00,Doğruluk Payı,1,YETERSİZ VERİ,True,False,True,https://www.dogrulukpayi.com/dogruluk-kontrolu/meb-in-acikladigi-yeni-mufredatta-din-ogretimine-toplam-572-sayfa-ayirdigi-iddiasi-dogru-mu
FACTURK-0223,2020,2020-07-30T00:00:00+00:00,Teyit,1,YETERSİZ VERİ,True,False,False,https://teyit.org/analiz/portekizde-koronavirusu-etkisiz-hale-getiren-maske-gelistirildigi-iddiasi
FACTURK-0224,2022,2022-06-17T09:24:49+00:00,Doğrula,0,YALAN,False,True,True,https://www.dogrula.org/dogrulamalar/2012-londra-olimpiyatlari-acilis-gosterisi-pandemiyi-ongormedi/
FACTURK-0225,2022,2022-04-21T00:00:00+00:00,Malumatfuruş,0,YETERSİZ VERİ,True,False,True,https://www.malumatfurus.org/sevdicegim/
FACTURK-0226,2018,2018-06-29T00:00:00+00:00,Teyit,1,YETERSİZ VERİ,True,False,True,https://teyit.org/analiz/videonun-24-haziran-gecesi-istanbulda-cekildigi-iddiasi
FACTURK-0227,2023,2023-04-24T08:32:56+00:00,Doğrula,0,YALAN,False,True,True,https://www.dogrula.org/dogrulamalar/video-bakan-musun-karsisindaki-vatandasi-dinlemedigini-mi-gosteriyor/
FACTURK-0228,2023,2023-02-26T00:00:00+00:00,Malumatfuruş,0,YETERSİZ VERİ,True,False,True,https://www.malumatfurus.org/yonlendirilmis-enerji-silahi/
FACTURK-0229,2024,2024-05-15T00:00:00+00:00,Malumatfuruş,0,YETERSİZ VERİ,True,False,True,https://www.malumatfurus.org/papaz-erigini-imam-erigine-cevirme/
FACTURK-0230,2022,2022-04-25T09:53:21+00:00,Doğruluk Payı,0,YALAN,False,True,True,https://www.dogrulukpayi.com/dogruluk-kontrolu/gorsel-tarihteki-ilk-kedi-fotografi-mi
FACTURK-0231,2024,2024-07-05T00:00:00+00:00,Malumatfuruş,0,YALAN,False,True,True,https://www.malumatfurus.org/4-kere-hacca-gidip-geldim-aha-dayiya-sor/
FACTURK-0232,2018,2018-09-13T00:00:00+00:00,Teyit,1,DOĞRU,False,True,False,https://teyit.org/analiz/bazi-israil-vatandaslarinin-protesto-icin-topluca-arapca-dersi-almaya-basladigi-iddiasi
FACTURK-0233,2021,2021-08-24T09:55:18+00:00,Doğruluk Payı,1,YETERSİZ VERİ,True,False,False,https://www.dogrulukpayi.com/dogruluk-kontrolu/gorselde-yer-alan-fotografin-1970-yilinda-afganistan-in-baskenti-kabil-de-cekildigi-iddiasi
FACTURK-0234,2024,2024-02-25T14:33:44+00:00,Doğruluk Payı,0,YETERSİZ VERİ,True,False,True,https://www.dogrulukpayi.com/dogruluk-kontrolu/video-suudi-prensi-muhammed-bin-selman-in-kur-an-dunyadaki-tum-teroristlerin-guvendigi-ve-alinti-yaptigi-bir-kitap-dedigini-mi-gosteriyor
FACTURK-0235,2022,2022-08-02T15:26:06+00:00,Doğruluk Payı,1,YETERSİZ VERİ,True,False,True,https://www.dogrulukpayi.com/dogruluk-kontrolu/turkiye-dunyadaki-incirin-26-sini-ureterek-bu-alanda-birinci-oldu-mu
FACTURK-0236,2020,2020-07-27T00:00:00+00:00,Teyit,0,YALAN,False,True,False,https://teyit.org/analiz/netflix-1-agustos-2020de-turkiyeden-cekilmiyor
FACTURK-0237,2024,2024-11-27T16:41:51+00:00,Doğruluk Payı,1,YALAN,False,False,True,https://www.dogrulukpayi.com/dogruluk-kontrolu/kontoryum-elementinin-varligina-turkiye-nin-34-u-inaniyor-mu
FACTURK-0238,2023,2023-06-14T00:00:00+00:00,Teyit,1,YETERSİZ VERİ,True,False,True,https://teyit.org/analiz/hollandada-halka-ucretsiz-gunes-kremi-mi-dagitilacak
FACTURK-0239,2024,2024-10-02T12:46:59+00:00,Doğruluk Payı,0,YETERSİZ VERİ,True,False,True,https://www.dogrulukpayi.com/dogruluk-kontrolu/video-hizbullah-in-tel-aviv-e-saldirisi-sonucu-yanan-bir-binayi-mi-gosteriyor
FACTURK-0240,2021,2021-01-10T00:00:00+00:00,Malumatfuruş,0,YETERSİZ VERİ,True,False,True,https://www.malumatfurus.org/devlet-bahceliye-asi-yapan-hemsire/
FACTURK-0241,2021,2021-05-28T17:11:40+00:00,Doğruluk Payı,1,YALAN,False,False,False,https://www.dogrulukpayi.com/dogruluk-kontrolu/fransa-da-mekanlarin-acildigi-ve-18-yasindaki-herkese-kulturel-faaliyetler-icin-300-euro-verilecegi-iddiasi
FACTURK-0242,2019,2019-01-21T17:52:53+00:00,Günün Yalanları,0,YETERSİZ VERİ,True,False,True,https://gununyalanlari.com/yalan/2024-iranli-press-tvnin-menbicteki-teror-saldirisinin-oldugu-bolgede-turk-ajaninin-kimligi-bulundu-yalani
FACTURK-0243,2024,2024-10-16T17:22:25+00:00,Doğruluk Payı,1,YALAN,False,False,True,https://www.dogrulukpayi.com/dogruluk-kontrolu/trabzon-opera-binasi-1958-de-yol-yapmak-icin-yikildi-mi
FACTURK-0244,2023,2023-12-08T00:00:00+00:00,Teyit,1,YETERSİZ VERİ,True,False,True,https://teyit.org/analiz/dunyanin-en-buyuk-buzdaginin-hareket-etmeye-basladigi-dogru-mu
FACTURK-0245,2023,2023-01-17T00:00:00+00:00,Teyit,1,YALAN,False,False,False,https://teyit.org/analiz/videonun-buz-kalibinin-cikardigi-sesi-gosterdigi-iddiasi
FACTURK-0246,2025,2025-06-20T12:53:59+00:00,Doğruluk Payı,1,YETERSİZ VERİ,True,False,True,https://www.dogrulukpayi.com/dogruluk-kontrolu/sultan-ii-abdulhamit-istanbul-un-fethi-kutlamalarina-izin-vermedi-mi
FACTURK-0247,2023,2023-03-28T13:47:33+00:00,Doğruluk Payı,0,YALAN,False,True,False,https://www.dogrulukpayi.com/dogruluk-kontrolu/videoda-yer-alan-rahip-sisman-kadinlar-cennete-giremez-dedi-mi
FACTURK-0248,2016,2016-07-13T00:00:00+00:00,Teyit,0,DOĞRU,False,False,False,https://teyit.org/analiz/pokemon-ararken-karsimiza-cikan-yanlis-haberler
FACTURK-0249,2017,2017-02-08T00:00:00+00:00,Teyit,1,YALAN,False,False,False,https://teyit.org/analiz/nihat-zeybekcinin-tbmmnin-sitesindeki-ozgecmisinden-ingiltere-egitimi-kaldirildi-iddiasi
FACTURK-0250,2024,2024-05-29T17:32:34+00:00,Doğruluk Payı,0,YALAN,False,True,True,https://www.dogrulukpayi.com/dogruluk-kontrolu/gorseller-portekiz-de-megalodon-kopek-baliginin-kiyiya-vurdugunu-mu-gosteriyor
FACTURK-0251,2024,2024-03-08T00:00:00+00:00,Malumatfuruş,1,YETERSİZ VERİ,True,False,True,https://www.malumatfurus.org/tren-bekleyen-bakan/
FACTURK-0252,2019,2019-01-30T00:00:00+00:00,Teyit,0,YALAN,False,True,False,https://teyit.org/analiz/nasa-astronotu-sunita-williamsin-aydan-dondukten-sonra-musluman-oldugu-iddiasi
FACTURK-0253,2020,2020-08-18T00:00:00+00:00,Malumatfuruş,0,YETERSİZ VERİ,True,False,True,https://www.malumatfurus.org/xsentius-eski-bir-tapinak-yaziti/
