claim_id,annotator,label,confidence,notes
G0306,A3,1,HIGH,
G0307,A1,1,HIGH,
G0307,A2,1,HIGH,
G0307,A3,1,HIGH,
G0308,A1,1,HIGH,
G0308,A2,1,HIGH,
G0308,A3,1,HIGH,
G0309,A1,1,HIGH,
G0309,A2,1,HIGH,
G0309,A3,1,HIGH,
G0310,A1,1,HIGH,
G0310,A2,1,HIGH,
G0310,A3,1,HIGH,
G0311,A1,0,HIGH,
G0311,A2,0,HIGH,
G0311,A3,0,HIGH,
G0312,A1,0,HIGH,
G0312,A2,0,HIGH,
G0312,A3,0,HIGH,
G0313,A1,0,HIGH,
G0313,A2,0,HIGH,
G0313,A3,0,HIGH,
G0314,A1,0,HIGH,
G0314,A2,0,HIGH,
G0314,A3,0,HIGH,
G0315,A1,0,HIGH,
G0315,A2,0,HIGH,
G0315,A3,0,HIGH,
G0316,A1,0,HIGH,
G0316,A2,0,HIGH,
G0316,A3,0,HIGH,
G0317,A1,0,HIGH,
G0317,A2,0,HIGH,
G0317,A3,0,HIGH,
G0318,A1,0,HIGH,
G0318,A2,0,HIGH,
G0318,A3,0,HIGH,
G0319,A1,1,HIGH,
G0319,A2,1,HIGH,
G0319,A3,1,HIGH,
G0320,A1,1,HIGH,
G0320,A2,1,HIGH,
G0320,A3,1,HIGH,
G0321,A1,1,HIGH,
G0321,A2,1,HIGH,
G0321,A3,1,HIGH,
G0322,A1,0,HIGH,
G0322,A2,0,HIGH,
G0322,A3,0,HIGH,
G0323,A1,1,HIGH,
G0323,A2,1,HIGH,
G0323,A3,1,HIGH,
G0324,A1,1,HIGH,
G0324,A2,1,HIGH,
G0324,A3,1,HIGH,
G0325,A1,0,HIGH,
G0325,A2,0,HIGH,
G0325,A3,0,HIGH,
G0326,A1,0,HIGH,
G0326,A2,0,HIGH,
G0326,A3,0,HIGH,
G0327,A1,0,HIGH,
G0327,A2,0,HIGH,
G0327,A3,0,HIGH,
G0328,A1,0,HIGH,
G0328,A2,0,HIGH,
G0328,A3,0,HIGH,
G0329,A1,0,HIGH,
G0329,A2,0,HIGH,
G0329,A3,0,HIGH,
G0330,A1,1,HIGH,
G0330,A2,1,HIGH,
G0330,A3,1,HIGH,
G0331,A1,0,HIGH,
G0331,A2,0,HIGH,
G0331,A3,0,HIGH,
G0332,A1,1,HIGH,
G0332,A2,1,HIGH,
G0332,A3,1,HIGH,
G0333,A1,1,HIGH,
G0333,A2,1,HIGH,
G0333,A3,1,HIGH,
G0334,A1,0,HIGH,
G0334,A2,0,HIGH,
G0334,A3,0,HIGH,
G0335,A1,1,HIGH,
G0335,A2,1,HIGH,
G0335,A3,1,HIGH,
G0336,A1,0,HIGH,
G0336,A2,0,HIGH,
G0336,A3,0,HIGH,
G0337,A1,0,HIGH,
G0337,A2,0,HIGH,
G0337,A3,0,HIGH,
G0338,A1,0,HIGH,
G0338,A2,0,HIGH,
G0338,A3,0,HIGH,
G0339,A1,1,HIGH,
G0339,A2,1,HIGH,
G0339,A3,1,HIGH,
G0340,A1,1,HIGH,
G0340,A2,1,HIGH,
G0340,A3,1,HIGH,
G0341,A1,0,HIGH,
G0341,A2,0,HIGH,
G0341,A3,0,HIGH,
G0342,A1,0,HIGH,
G0342,A2,0,HIGH,
G0342,A3,0,HIGH,
G0343,A1,1,HIGH,
G0343,A2,1,HIGH,
G0343,A3,1,HIGH,
G0344,A1,0,HIGH,
G0344,A2,0,HIGH,
G0344,A3,0,HIGH,
G0345,A1,0,HIGH,
G0345,A2,0,HIGH,
G0345,A3,0,HIGH,
G0346,A1,0,HIGH,
G0346,A2,0,HIGH,
G0346,A3,0,HIGH,
G0347,A1,0,HIGH,
G0347,A2,0,HIGH,
G0347,A3,0,HIGH,
G0348,A1,1,HIGH,
G0348,A2,1,HIGH,
G0348,A3,1,HIGH,
G0349,A1,1,HIGH,
G0349,A2,1,HIGH,
G0349,A3,1,HIGH,
G0350,A1,0,HIGH,
G0350,A2,0,HIGH,
G0350,A3,0,HIGH,
G0351,A1,0,HIGH,
G0351,A2,0,HIGH,
G0351,A3,0,HIGH,
G0352,A1,0,HIGH,
G0352,A2,0,HIGH,
G0352,A3,0,HIGH,
G0353,A1,1,HIGH,
G0353,A2,1,HIGH,
G0353,A3,1,HIGH,
G0354,A1,0,HIGH,
G0354,A2,0,HIGH,
G0354,A3,0,HIGH,
G0355,A1,1,HIGH,
G0355,A2,1,HIGH,
G0355,A3,1,HIGH,
G0356,A1,0,HIGH,
G0356,A2,0,HIGH,
G0356,A3,0,HIGH,
G0357,A1,0,HIGH,
G0357,A2,0,HIGH,
G0357,A3,0,HIGH,
G0358,A1,0,HIGH,
G0358,A2,0,HIGH,
G0358,A3,0,HIGH,
G0359,A1,1,HIGH,
G0359,A2,1,HIGH,
G0359,A3,1,HIGH,
G0360,A1,1,HIGH,
G0360,A2,1,HIGH,
G0360,A3,1,HIGH,
G0361,A1,0,HIGH,
G0361,A2,0,HIGH,
G0361,A3,0,HIGH,
G0362,A1,1,HIGH,
G0362,A2,1,HIGH,
G0362,A3,1,HIGH,
G0363,A1,1,HIGH,
G0363,A2,1,HIGH,
G0363,A3,1,HIGH,
G0364,A1,1,HIGH,
G0364,A2,1,HIGH,
G0364,A3,1,HIGH,
G0365,A1,1,HIGH,
G0365,A2,1,HIGH,
G0365,A3,1,HIGH,
G0366,A1,0,HIGH,
G0366,A2,0,HIGH,
G0366,A3,0,HIGH,
G0367,A1,1,HIGH,
G0367,A2,1,HIGH,
G0367,A3,1,HIGH,
G0368,A1,0,HIGH,
G0368,A2,0,HIGH,
G0368,A3,0,HIGH,
G0369,A1,1,HIGH,
G0369,A2,1,HIGH,
G0369,A3,1,HIGH,
G0370,A1,1,HIGH,
G0370,A2,1,HIGH,
G0370,A3,1,HIGH,
G0371,A1,0,HIGH,
G0371,A2,0,HIGH,
G0371,A3,0,HIGH,
G0372,A1,0,HIGH,
G0372,A2,0,HIGH,
G0372,A3,0,HIGH,
G0373,A1,0,HIGH,
G0373,A2,0,HIGH,
G0373,A3,0,HIGH,
G0374,A1,0,HIGH,
G0374,A2,0,HIGH,
G0374,A3,0,HIGH,
G0375,A1,0,HIGH,
G0375,A2,0,HIGH,
G0375,A3,0,HIGH,
G0376,A1,1,HIGH,
G0376,A2,1,HIGH,
G0376,A3,1,HIGH,
G0377,A1,1,HIGH,
G0377,A2,1,HIGH,
G0377,A3,1,HIGH,
G0378,A1,0,HIGH,
G0378,A2,0,HIGH,
G0378,A3,0,HIGH,
G0379,A1,1,HIGH,
G0379,A2,1,HIGH,
G0379,A3,1,HIGH,
G0380,A1,1,HIGH,
G0380,A2,1,HIGH,
G0380,A3,1,HIGH,
G0381,A1,0,HIGH,
G0381,A2,0,HIGH,
G0381,A3,0,HIGH,
G0382,A1,1,HIGH,
G0382,A2,1,HIGH,
G0382,A3,1,HIGH,
G0383,A1,0,HIGH,
G0383,A2,0,HIGH,
G0383,A3,0,HIGH,
G0384,A1,0,HIGH,
G0384,A2,0,HIGH,
G0384,A3,0,HIGH,
G0385,A1,0,HIGH,
G0385,A2,0,HIGH,
G0385,A3,0,HIGH,
G0386,A1,0,HIGH,
G0386,A2,0,HIGH,
G0386,A3,0,HIGH,
G0387,A1,1,HIGH,
G0387,A2,1,HIGH,
G0387,A3,1,HIGH,
G0388,A1,0,HIGH,
G0388,A2,0,HIGH,
G0388,A3,0,HIGH,
G0389,A1,0,HIGH,
G0389,A2,0,HIGH,
G0389,A3,0,HIGH,
G0390,A1,1,HIGH,
G0390,A2,1,HIGH,
G0390,A3,1,HIGH,
