id,text,label,authority,publisher,source_url,label_provenance
5428,Yeni havalimanı inşaatı nedeniyle: İstanbul’da sekiz ilçede 30 saat su kesintisi …,1,0.82,Diken,https://www.diken.com.tr,verified_news_archive
5429,Kırmızı et kansere mi yol açıyor? Sağlık Bakanlığı'ndan açıklama geldi,0,0.6,Limon Haber (Clickbait),https://twitter.com/limon/status/9.14952E+17,clickbait_archive
5430,"AK Parti Sözcüsü Ömer Çelik, ""İsveç, bugün insanlık suçu olan alçakça bir eyleme izin vermiştir. Bu bir ifade hürriyeti değildir, tüm insani değerlere karşı düşmanca bir yaklaşımdır. İsveç makamları insanlığa karşı suç olan bir eylemin parçası olmuştur"" dedi.",1,0.95,Teyit / Dogruluk Payi Arşivi,https://TRT,fact_check_archive
5431,SPK'nin yeni başkanı belli oldu,0,0.6,Limon Haber (Clickbait),https://twitter.com/limon/status/9.86131E+17,clickbait_archive
5432,Dokuz Eylül’de boykot devam ediyor,1,0.8,Evrensel,https://twitter.com/evrenselgzt/status/6.54652e+17,verified_news_archive
5433,e inanmayan arkadaşa inanmayan arkadaşa inanmayıp ben de tıkladım cidden zorlamamak lazımmış. Biri daha…,0,0.6,Limon Haber (Clickbait),https://twitter.com/limon/status/1.16453E+18,clickbait_archive
5434,"Diyarbakır Valiliği, Lice'deki çatışmada 1 askerin yaşamını yitirdiğini açıkladı",1,0.8,Evrensel,https://twitter.com/evrenselgzt/status/6.33649e+17,verified_news_archive
5435,"ZEHİRLENEN ASKERLER HASTANEYE KALDIRILDI! Yerel medya sayıyı ""100'den fazla"" diye verdi",0,0.6,Limon Haber (Clickbait),https://twitter.com/limon/status/1.17804E+18,clickbait_archive
5436,Emniyetten tescilli suç örgütü lideri Sedat Peker'e iki yakın koruma,1,0.8,Evrensel,https://twitter.com/evrenselgzt/status/6.54969e+17,verified_news_archive
5437,Grip sanılan çocuğun akciğerinden çıkan herkesi şoke etti!,0,0.6,Limon Haber (Clickbait),https://twitter.com/limon/status/1.13621E+18,clickbait_archive
5438,"Ağustos ayında yüzde 2,30 artan #enflasyon yıllık bazda yüzde 17,90 oldu",1,0.8,Evrensel,https://twitter.com/evrenselgzt/status/1.03652e+18,verified_news_archive
5439,"Ukrayna, savaşmak isteyenlere günlük 2 bin dolar verecek! Haberi okumak için tıklayın: #Ukrayna #savaş #Rusya #Thetimes #maaş #asker",0,0.85,MIDE22 Research Dataset,https://huggingface.co/datasets/ogozcelik/turkish-fake-news-detection,research_annotated_corpus
5440,David Harvey: Türkiye Kürtlere karşı tehlikeli bir yol izliyor #EvrenselPazar,1,0.8,Evrensel,https://twitter.com/evrenselgzt/status/6.30453e+17,verified_news_archive
5441,Soylu’dan Kılıçdaroğlu’na: İspat etmezsen boğazına ne takacağız görecekler …,1,0.82,Diken,https://www.diken.com.tr,verified_news_archive
5442,Parfüm şişelerini sakın atmayın!,0,0.6,Limon Haber (Clickbait),https://twitter.com/limon/status/1.13097E+18,clickbait_archive
5443,#SONDAKİKA ABD Büyükelçiliği'nin Kudüs'e taşınmasıyla ilgili önemli açıklama,0,0.6,Limon Haber (Clickbait),https://twitter.com/limon/status/8.23806E+17,clickbait_archive
5444,"Günaydın, 'Büyük insanlık büyük barış' manşeti ve 'Ekmek ve Gül' ekiyle bayilerdeyiz",1,0.8,Evrensel,https://twitter.com/evrenselgzt/status/6.50166e+17,verified_news_archive
5445,TÜİK enflasyon sepetinde değişikliğe gitti,0,0.6,Limon Haber (Clickbait),https://twitter.com/limon/status/8.24285E+17,clickbait_archive
5446,"Milli Savunma Bakanlığı (MSB), tarafından Kahramanmaraş'a kurulan seyyar sahra hastanesi 788 kişiye hizmet verdi.",1,0.95,Teyit / Dogruluk Payi Arşivi,https://TRT,fact_check_archive
5447,Samsun'da Barış Bloku kuruldu: Karadeniz’den barışa ses,1,0.8,Evrensel,https://twitter.com/evrenselgzt/status/6.3799e+17,verified_news_archive
5448,"Sahneye çıkıp bıçaklamıştı, idam cezasına çarptırıldı.",0,0.6,Limon Haber (Clickbait),https://twitter.com/limon/status/1.2113E+18,clickbait_archive
5449,"Zonguldak'ta, kaçak kömür ocağında metan gazı nedeniyle 2 maden işçisi mahsur kaldı",1,0.8,Evrensel,https://twitter.com/evrenselgzt/status/6.38303e+17,verified_news_archive
5450,"Demirtaş, rakiplerinden ‘helallik istedi’: Çayımı yudumlarken cefa çekiyorlar …",1,0.82,Diken,https://www.diken.com.tr,verified_news_archive
5451,"Aksaray'da polis, 'Açıklama bitmiştir, dağılın' anonsu yapıyor, halk henüz dağılmadı",1,0.8,Evrensel,https://twitter.com/evrenselgzt/status/6.253e+17,verified_news_archive
5452,TL değer yitirmeyi sürdürüyor: Dolar gece 4.82’yi gördü …,1,0.82,Diken,https://www.diken.com.tr,verified_news_archive
5453,Toyota Ukrayna'ya 5.000 adet Pickup gönderecek.,0,0.85,MIDE22 Research Dataset,https://huggingface.co/datasets/ogozcelik/turkish-fake-news-detection,research_annotated_corpus
5454,"Süveyş Kanalı’nın tıkanmasının sorumlusu kadın kaptan değil. Fotoğrafları paylaşılan, Mısır’ın ilk kadın deniz kaptanı Marwa Elselehdar’ın konteyner gemisinin neden olduğu krizle ilgisi yok.",0,0.95,Teyit / Dogruluk Payi Arşivi,https://TeyitOrg-False,fact_check_archive
5455,"Karamollaoğlu: AK Parti diye bir şey yok, Erdoğan var, ANAP’tan hızlı çözülürler …",1,0.82,Diken,https://www.diken.com.tr,verified_news_archive
5456,Belediye o dairelerin içini gördü! Hemen kapılarına duvar ördü,0,0.6,Limon Haber (Clickbait),https://twitter.com/limon/status/1.02534E+18,clickbait_archive
5457,Kimse durduramadı! Onları öptüm,0,0.6,Limon Haber (Clickbait),https://twitter.com/limon/status/1.16482E+18,clickbait_archive
5458,Altın takıda taksitli alışveriş yasağı kalkıyor,1,0.82,Diken,https://www.diken.com.tr,verified_news_archive
5459,"Togg akıllı cihaza ön sipariş hakkı sunan NFT açık artırması bu akşam saat 19.23 itibarıyla Trumore uygulamasında başladı. Togg, yoğunluk yüzünden sistemlerde yaşanan gecikme nedeniyle NFT alımının geçici olarak durdurulduğunu açıkladı. NFT satın alan kullanıcılar, ön siparişe katılma ve teslim alma sıralamasını belirleme hakkı kazanacak.",1,0.95,Teyit / Dogruluk Payi Arşivi,https://TRT,fact_check_archive
5460,"İstanbul'a getirilen Tahir Elçi, savcılık sorgulaması için Bakırköy Adliyesi'ne sevk edildi",1,0.8,Evrensel,https://twitter.com/evrenselgzt/status/6.56371e+17,verified_news_archive
5461,#Apple'dan Türkiye'de kullanıcılarına bomba haber: iPhone'u yavaşlayanlara müjde...,0,0.6,Limon Haber (Clickbait),https://twitter.com/limon/status/9.99891E+17,clickbait_archive
5462,"1 Ekim’den itibaren: Müze, ören yerleri ve ‘Müze Kart’a yüzde 50’ye yakın zam …",1,0.82,Diken,https://www.diken.com.tr,verified_news_archive
5463,Ticaret Bakanı Ruhsar Pekcan açıkladı! O yasa ile ilgili çalışmalar bitti,0,0.6,Limon Haber (Clickbait),https://twitter.com/limon/status/1.10401E+18,clickbait_archive
5464,Fatih Polat'ın köşe yazısı: ‘İlk günkü aşkla’ son günkü hüzün arasında,1,0.8,Evrensel,https://twitter.com/evrenselgzt/status/6.44012e+17,verified_news_archive
5465,Fatih Polat yazdı: Olmadı Tahir Bey...,1,0.8,Evrensel,https://twitter.com/evrenselgzt/status/6.51389e+17,verified_news_archive
5466,TÜVTÜRK Muğla Araç Muayene İstasyonu’nda çalışan 12 işçinin Nakliyat-İş’e üye oldukları için işten atılması protesto edildi,1,0.8,Evrensel,https://twitter.com/evrenselgzt/status/1.03706e+18,verified_news_archive
5467,#SONDAKİKA Atatürk Havalimanı işgal girişimi davasında karar çıktı,0,0.6,Limon Haber (Clickbait),https://twitter.com/limon/status/1.15146E+18,clickbait_archive
5468,"6'lı masa 11'inci toplantısını İyi Parti'nin ev sahipliğinde gerçekleştirdi. Toplantı sonrası paylaşılan ortak bildiride ""Cumhurbaşkanı adayının nasıl belirleneceği konuşuldu"" denildi.",1,0.95,Teyit / Dogruluk Payi Arşivi,https://TRT,fact_check_archive
5469,‘Nilgün’ün kurbanı olduk’: Tiyatrocular Erdoğanlı klipte yer aldığını bilmiyormuş,1,0.82,Diken,https://www.diken.com.tr,verified_news_archive
5470,Türkiye'nin kağnı hızında güneşe yolculuğu - haberi,1,0.8,Evrensel,https://twitter.com/evrenselgzt/status/6.61456e+17,verified_news_archive
5471,Bluetooth gir göstermiyorsa metal kaşığı deriye tut çekiyorsa çip çalışıyordur yoksa o aşı boş,0,0.85,MIDE22 Research Dataset,https://huggingface.co/datasets/ogozcelik/turkish-fake-news-detection,research_annotated_corpus
5472,"Asker eşi: Cumhurbaşkanı, Başbakan, milletvekili hiçbirinin çocuğu ölmedi",1,0.8,Evrensel,https://twitter.com/evrenselgzt/status/6.32998e+17,verified_news_archive
5473,Diyarbakırlılardan hükümete çağrı: Savaştan yol yakınken dönün,1,0.8,Evrensel,https://twitter.com/evrenselgzt/status/6.2517e+17,verified_news_archive
5474,DİDF Ankara Katliamı'na karşı Pazartesi ve Salı'yı eylem günü ilan etti,1,0.8,Evrensel,https://twitter.com/evrenselgzt/status/6.53204e+17,verified_news_archive
5475,CANLI YAYIN: Hayat Televizyonu'nun #SennurSezer için özel yayını devam ediyor.,1,0.8,Evrensel,https://twitter.com/evrenselgzt/status/6.51729e+17,verified_news_archive
5476,Avrupa’yı ilk kez bir kadın yönetecek: Von der Leyen Komisyon Başkanı seçildi,1,0.82,Diken,https://www.diken.com.tr,verified_news_archive
5477,İngiliz dergi dünyanın en güzel ülkesini seçti,0,0.6,Limon Haber (Clickbait),https://twitter.com/limon/status/9.05153E+17,clickbait_archive
5478,Kars'ı karıştıran göktaşının ne olduğu ortaya çıktı,0,0.6,Limon Haber (Clickbait),https://twitter.com/limon/status/9.13886E+17,clickbait_archive
5479,Başkent’te çizgi romancıların ‘Devr-i Alem’i,1,0.8,Evrensel,https://twitter.com/evrenselgzt/status/6.54295e+17,verified_news_archive
5480,"İsveç ve Finlandiya’nın NATO üyeliğine başvurma kararının ardından Türkiye’deki siyasetçilerin açıklamaları tartışma yaratsa da, İbrahim Kalın’ın böyle bir sözü yok.",0,0.95,Teyit / Dogruluk Payi Arşivi,https://TeyitOrg-False,fact_check_archive
5481,Şemdinli'de patlama sonrası çatışma,1,0.8,Evrensel,https://twitter.com/evrenselgzt/status/6.37608e+17,verified_news_archive
5482,Evet Aselsan 1 hafta icinde önce BAE ye sonra Katar'a sattınız ve arkanizdan koşan %48 öküz de seyirci kaldı gıkları çıkmadı.,0,0.85,MIDE22 Research Dataset,https://huggingface.co/datasets/ogozcelik/turkish-fake-news-detection,research_annotated_corpus
5483,Tam 7 asır saklı kaldı bir anda ortaya çıktı! Ormanın içindeki gizli mabed...,0,0.6,Limon Haber (Clickbait),https://twitter.com/limon/status/8.36864E+17,clickbait_archive
5484,Erdoğan'ın maaşına zam yapıldı! Erdoğan bakın son zamla birlikte ne kadar maaş alacak!,0,0.6,Limon Haber (Clickbait),https://twitter.com/limon/status/1.1869E+18,clickbait_archive
5485,Olayı duyanın kanı donuyor... Aile boyu vahşette karar çıktı,0,0.6,Limon Haber (Clickbait),https://twitter.com/limon/status/1.06593E+18,clickbait_archive
5486,Festivalde feci kaza: Balyozla kafasını ezdi,0,0.6,Limon Haber (Clickbait),https://twitter.com/limon/status/8.19276E+17,clickbait_archive
5487,Cinayet göre göre geldi: Eşini otomobilde vurdu ve can çekişirken saatlerce gezdirdi,1,0.82,Diken,https://www.diken.com.tr,verified_news_archive
5488,IŞİD bölgesine doğru açılan karşı ateşte bir IŞİD'linin öldürüldüğü iddia edildi,1,0.8,Evrensel,https://twitter.com/evrenselgzt/status/6.24235e+17,verified_news_archive
5489,"Boris Johnson, birebir görüşmek isteyen Trump’a ‘yoğunum şimdi olmaz’ dedi",1,0.82,Diken,https://www.diken.com.tr,verified_news_archive
5490,"'Tıp fakültelerine sınavsız Katar'dan öğrenci gelecek' YALANINI ,hem'de sınav günü ortaya atanlar ,YALANLARI çökünce şimdi Sınavsız Katar'dan itfaiye ekibi geliyor YALANINI sallıyolar.. şerefsiz",1,0.85,MIDE22 Research Dataset,https://huggingface.co/datasets/ogozcelik/turkish-fake-news-detection,research_annotated_corpus
5491,Fotoğraf güncel değil; Erdoğan’ın 2016 yılında Nijerya’ya yaptığı ziyareti gösteriyor.,0,0.95,Teyit / Dogruluk Payi Arşivi,https://TeyitOrg-False,fact_check_archive
5492,HSK’nın ihraç ettiği iki hakim ‘FETÖ’den tutuklandı,1,0.82,Diken,https://www.diken.com.tr,verified_news_archive
5493,'Onları hamile bırakmamı istiyorlar',0,0.6,Limon Haber (Clickbait),https://twitter.com/limon/status/7.28219E+17,clickbait_archive
5494,"Sarıyer Belediyesi Fırtınaya Öpücük heykelinin açılışını sosyal konut projesinin tanıtıldığı gün değil, 2019 yılında yaptı.",0,0.95,Teyit / Dogruluk Payi Arşivi,https://TeyitOrg-False,fact_check_archive
5495,"Ekonomik sıkıntılarla boğuşan Amedspor, TFF’ye olan 800 bin TL’lik borcu yarın ödeyemediği takdirde ligde oynayamamakla karşı karşıya kalıyor",1,0.8,Evrensel,https://twitter.com/evrenselgzt/status/1.03515e+18,verified_news_archive
5496,Sosyal medyada paylaşılan fotoğrafın Afrin’de hayatını kaybeden Uzman Çavuş Orhan Sürmen’in kanı tarafından ıslanan Kuran-ı Kerim’i gösterdiği iddia edildi.,0,0.95,Teyit / Dogruluk Payi Arşivi,https://TeyitOrg-False,fact_check_archive
5497,Günümüz bilim ve teknolojisiyle depremleri önceden tahmin etmek olası değil. Deprem tahmini yaptığını söyleyen kişilerin açıklamaları bilimsel dayanaklardan yoksun.,0,0.95,Teyit / Dogruluk Payi Arşivi,https://TeyitOrg-False,fact_check_archive
5498,MEB’den yer değiştirme duyurusu,1,0.8,Evrensel,https://twitter.com/evrenselgzt/status/6.31156e+17,verified_news_archive
5499,Çevre ve Şehircilik Bakanı Kurum'dan Salda Gölü açıklaması,0,0.6,Limon Haber (Clickbait),https://twitter.com/limon/status/1.20733E+18,clickbait_archive
5500,"Av yasağı bitti, balıkçılar 'vira' diyerek denize açıldı.",1,0.8,Evrensel,https://twitter.com/evrenselgzt/status/6.38582e+17,verified_news_archive
5501,Çırılçıplak soyup elektrik verdiler,0,0.6,Limon Haber (Clickbait),https://twitter.com/limon/status/8.21665E+17,clickbait_archive
5502,"Arslan Bulut: Türkler, AKP iktidarı devam ederse vatanlarını kaybedecek …",1,0.82,Diken,https://www.diken.com.tr,verified_news_archive
5503,#SONDAKİKA Kötü haberler peş peşe geldi! Duayen gazeteci hayatını kaybetti...,0,0.6,Limon Haber (Clickbait),https://twitter.com/limon/status/1.00319E+18,clickbait_archive
5504,FLAŞ | İstanbul Büyükşehir Belediyesi Trafik Radyosu Koordinatörü Murat Kazanasmaz hakkında karar verildi…,0,0.6,Limon Haber (Clickbait),https://twitter.com/limon/status/1.16236E+18,clickbait_archive
5505,Ne beslediğini görünce ağzınız açık kalacak!,0,0.6,Limon Haber (Clickbait),https://twitter.com/limon/status/1.02896E+18,clickbait_archive
5506,Güneşlenmek o hastalığı tedavi ediyor,0,0.6,Limon Haber (Clickbait),https://twitter.com/limon/status/1.02219E+18,clickbait_archive
5507,Evsiz adama 'ev hapsi' verilmişti... Mahkemeden yeni karar çıktı,0,0.6,Limon Haber (Clickbait),https://twitter.com/limon/status/8.77933E+17,clickbait_archive
5508,Bir şehir sele teslim oldu! İnanılmaz görüntüler,0,0.6,Limon Haber (Clickbait),https://twitter.com/limon/status/1.00443E+18,clickbait_archive
5509,"Bayram trafiğinin ilk bilançosu: 16 kişi hayatını kaybetti, 130 kişi yaralandı",1,0.82,Diken,https://www.diken.com.tr,verified_news_archive
5510,"Farklı ülkelerin uzay ajanslarının yıllık bütçelerine bakıldığında, yapılan kıyaslamaların doğru olduğu görülüyor. Ancak kurumların arka planları ile hedefleri farklı.",1,0.95,Teyit / Dogruluk Payi Arşivi,https://TeyitOrg-True,fact_check_archive
5511,Canınız şiddetle bir yemeği çekiyorsa…,0,0.6,Limon Haber (Clickbait),https://twitter.com/limon/status/1.01564E+18,clickbait_archive
5512,VİDEO: Dolmabahçe Sarayı'nda silahlı saldırı anı,1,0.8,Evrensel,https://twitter.com/evrenselgzt/status/6.33996e+17,verified_news_archive
5513,HDP Eş Başkanı Selahhatin Demirtaş: Seçimde başkanlık için de evet-hayır pusulası koyalım.,1,0.8,Evrensel,https://twitter.com/evrenselgzt/status/6.33536e+17,verified_news_archive
5514,"Afganistan'ın başkenti Kabil'de bomba yüklü kamyonla düzenlenen saldırıda 8 kişi öldü, 198 kişi yaralandı.",1,0.8,Evrensel,https://twitter.com/evrenselgzt/status/6.29514e+17,verified_news_archive
5515,Figen Yüksekdağ: AKP - HDP koalisyonu yapmıyoruz. Krizin çözümü için sorumluluk üstleniyoruz.,1,0.8,Evrensel,https://twitter.com/evrenselgzt/status/6.36459e+17,verified_news_archive
5516,Türkiye'nin aradığı Adil Öksüz'ün Twitter'daki ilk mesajı: Kısa bir süre sonra...,0,0.6,Limon Haber (Clickbait),https://twitter.com/limon/status/8.27638E+17,clickbait_archive
5517,SON DAKİKA | Hükümetten flaş yaz saati açıklaması,0,0.6,Limon Haber (Clickbait),https://twitter.com/limon/status/9.25025E+17,clickbait_archive
5518,"İbrahim Halil Üçer, Halil El-Kudisi’nin Hikmetullah El-Haffiye kitabından bir alıntı aktarıyor.",0,0.95,Teyit / Dogruluk Payi Arşivi,https://TeyitOrg-False,fact_check_archive
5519,Uluslararası koalisyon IŞİD’in gelirini kesemedi,1,0.8,Evrensel,https://twitter.com/evrenselgzt/status/6.54666e+17,verified_news_archive
5520,Sayıları her geçen yıl artıyor... Karadenizlinin kabusu oldu,0,0.6,Limon Haber (Clickbait),https://twitter.com/limon/status/9.27632E+17,clickbait_archive
5521,"""Yerde yatıyor"" diye ihbar aldılar, olay yerine gittiklerinde...",0,0.6,Limon Haber (Clickbait),https://twitter.com/limon/status/8.2144E+17,clickbait_archive
5522,İşte tamda burda bu teleskop un yapacağı faydalara tanıklık edeceğiz. NASA ilahiyatçı alıyormuş diye haber dolaşıyor. Yani sözün özü dinler tarihi tekrar yazılabilir yada daha büyük suprizler.,0,0.85,MIDE22 Research Dataset,https://huggingface.co/datasets/ogozcelik/turkish-fake-news-detection,research_annotated_corpus
5523,Kılıçdaroğlu'ndan yeni soru: Enişten Ziya İlgen'in Man Adası'nda şirketi var mı? …,1,0.82,Diken,https://www.diken.com.tr,verified_news_archive
5524,"CANLI YAYIN: #SennurSezer, Evrensel Gazetesi, Hayat TV önünde yapılan törenle uğurlanıyor.",1,0.8,Evrensel,https://twitter.com/evrenselgzt/status/6.52048e+17,verified_news_archive
5525,Türkiye’nin temyiz talebi kabul edildi: Demirtaş davası AİHM’de tekrar görülecek Türkiye'nin temyiz talebi kabul edildi: Demirtaş davası AİHM'de tekrar görülecek - Diken,1,0.82,Diken,https://www.diken.com.tr,verified_news_archive
5526,CHP'de imzasını geri çeken vekiller konuştu,0,0.6,Limon Haber (Clickbait),https://twitter.com/limon/status/1.02709E+18,clickbait_archive
5527,Yıldıray Şahinler Gemide filmiyle ilgili iddialara son noktayı koydu,0,0.6,Limon Haber (Clickbait),https://twitter.com/limon/status/1.20915E+18,clickbait_archive
5528,İşten atılan Bayraklı Belediyesi temizlik işçileri CHP il binasını işgal etti,1,0.8,Evrensel,https://twitter.com/evrenselgzt/status/6.44871e+17,verified_news_archive
5529,"Canlı Blog | Sarraf çarpraz sorguda Avukat, savcılıkla yaptığı anlaşmanın, Sarraf'ı Türkiye'deki fuhuş, darp ve 14 yıl boyunca (2002-2016) vergi kaçırma gibi suçlarını da görmezden geldiğini söylüyor. Sarraf: ""Doğrudur efendim.” …",1,0.82,Diken,https://www.diken.com.tr,verified_news_archive
5530,FLAŞ | Bağcılar'da 'patlama' paniği: 6-7 patlama duyuldu,0,0.6,Limon Haber (Clickbait),https://twitter.com/limon/status/8.61547E+17,clickbait_archive
5531,"Sosyal medyada yer alan bir iddiaya göre gemi kaptanları, Çanakkale Boğazı'nda seyrederken ""Çanakkale geçildi"" değil ""Çanakkale çıkıldı"" yazar.",1,0.95,Teyit / Dogruluk Payi Arşivi,https://TeyitOrg-True,fact_check_archive
5532,20 maddede sıcakta nasıl uyunur?,0,0.6,Limon Haber (Clickbait),https://twitter.com/limon/status/1.14362E+18,clickbait_archive
5533,"Sosyal medyada paylaşılan gönderide, Türkiye’de bulunan Suriyeli mültecilerin yurt dışı ve yurt içi telefon görüşmelerinin ücretsiz olacağı iddia edildi.",0,0.95,Teyit / Dogruluk Payi Arşivi,https://TeyitOrg-False,fact_check_archive
5534,Şırnak'ta polis bir kişiyi daha silahla vurdu,1,0.8,Evrensel,https://twitter.com/evrenselgzt/status/6.49555e+17,verified_news_archive
5535,Sosyal medyada 27 Eylül 2020 tarihinde paylaşılan bir videonun Pakistan'ın Azerbaycan Ermenistan çatışmasında Azerbaycan'a desteğini gösterdiği iddia edildi.,0,0.95,Teyit / Dogruluk Payi Arşivi,https://TeyitOrg-False,fact_check_archive
5536,Kılıçdaroğlu'na hakaret eden Meclis çalışanı için karar verildi -,0,0.6,Limon Haber (Clickbait),https://twitter.com/limon/status/8.32268E+17,clickbait_archive
5537,"TBMM Çocuk İstismarının Araştırılması Komisyonu, 6 yaşındaki bir kız çocuğun 'evlilik' adı altında cinsel istismara uğradığı iddialarına ilişkin incelemelerde bulunmak üzere ilk ziyaretini İstanbul'a gerçekleştirecek.",1,0.95,Teyit / Dogruluk Payi Arşivi,https://TRT,fact_check_archive
5538,Baba kızının şantajcısından öyle bir intikam aldı ki...,0,0.6,Limon Haber (Clickbait),https://twitter.com/limon/status/1.06048E+18,clickbait_archive
5539,"Zelenski’nin ara sıra giydiği giysilerde görülen sembol Ukrayna Silahlı Kuvvetleri’ne ait. Nazi sembolü demir haç, Ukrayna Silahlı Kuvvetleri’ninkinden epey farklı.",0,0.95,Teyit / Dogruluk Payi Arşivi,https://TeyitOrg-False,fact_check_archive
5540,'Etik gazetecilik yerine tetikçi gazetecilik var artık',1,0.8,Evrensel,https://twitter.com/evrenselgzt/status/6.44145e+17,verified_news_archive
5541,Yaşlılar 1 - Çocuklar 0... Parkta top oynamak yasaklandı ➤,0,0.6,Limon Haber (Clickbait),https://twitter.com/limon/status/8.0208E+17,clickbait_archive
5542,"Washington Post’a göre: Trump ile Erdoğan, Brunson-Özkan takasında anlaşmıştı …",1,0.82,Diken,https://www.diken.com.tr,verified_news_archive
5543,"Erdoğan, Davutoğlu ve Özel görüşmesi sona erdi",1,0.8,Evrensel,https://twitter.com/evrenselgzt/status/6.24986e+17,verified_news_archive
5544,AB delegasyonu HDP'yi ziyaret etti,1,0.8,Evrensel,https://twitter.com/evrenselgzt/status/6.57156e+17,verified_news_archive
5545,Van Yüzüncü Yıl Üniversitesi'nde akademisyenden kadın öğrenciye şiddet,1,0.8,Evrensel,https://twitter.com/evrenselgzt/status/6.53132e+17,verified_news_archive
5546,"Silvan'da polis, bir sivili daha öldürdü",1,0.8,Evrensel,https://twitter.com/evrenselgzt/status/6.61909e+17,verified_news_archive
5547,Meclis'te gerilim... Kavga çıktı -,0,0.6,Limon Haber (Clickbait),https://twitter.com/limon/status/8.19237E+17,clickbait_archive
5548,Murat Muratoğlu: Akşener’in vaadi seçmende ciddi anlamda karşılık bulabilir …,1,0.82,Diken,https://www.diken.com.tr,verified_news_archive
5549,Optimar’dan sonra MAK: İmamoğlu iki puan önde,1,0.82,Diken,https://www.diken.com.tr,verified_news_archive
5550,CHP: Cizre’de ne oluyor Başbakan açıklasın,1,0.8,Evrensel,https://twitter.com/evrenselgzt/status/6.41972e+17,verified_news_archive
5551,20 günde 3 kez oltaya takıldı! Nehirde inceleme yapılacak,0,0.6,Limon Haber (Clickbait),https://twitter.com/limon/status/8.92312E+17,clickbait_archive
5552,#eBay'da satılık T-72 Rus tankı ilanı: İkinci el 400 bin Dolar Muayyer Yalnızca ciddi alıcılar arasın. Ukraynalıların mizah anlayışı. #Ukrayna #Ukraine #UkraineUnderAttaсk,0,0.85,MIDE22 Research Dataset,https://huggingface.co/datasets/ogozcelik/turkish-fake-news-detection,research_annotated_corpus
5553,Bu twiti attığın için hakkında düşündüğüme göre ASELSAN'ın Katar'a satıldığına inanan gerizekalılardan biri olabilir misin?,1,0.85,MIDE22 Research Dataset,https://huggingface.co/datasets/ogozcelik/turkish-fake-news-detection,research_annotated_corpus
5554,NATO Genel Sekreteri Stoltenberg: 'Rusya'ya son çağrı yapıyorum. Bu savaşı durdurun yüzyılın en büyük savaşı olacak' #russia #Ukraine HAZIRLANIN BİZİDE DAHİL EDECEK BUNLAR.,0,0.85,MIDE22 Research Dataset,https://huggingface.co/datasets/ogozcelik/turkish-fake-news-detection,research_annotated_corpus
5555,Yaşlı kadının katili şoke etti!,0,0.6,Limon Haber (Clickbait),https://twitter.com/limon/status/9.87957E+17,clickbait_archive
5556,"['Başoğlu,', 'uzun', 'bir', 'aradan', 'sonra', ""Bodrum'daki"", 'evinde', 'ortaya', 'çıktı!', 'Ve', 'hatta...', '",0,0.6,Limon Haber (Clickbait),https://twitter.com/limon/status/2.04015E+17,clickbait_archive
5557,Orada yürürken telefon kullanmak yasaklandı!,0,0.6,Limon Haber (Clickbait),https://twitter.com/limon/status/8.96673E+17,clickbait_archive
5558,"Döviz yükselince maliyet iki katına çıkmış: Ayrıntı Yayınları, kitaplarına zam yaptı …",1,0.82,Diken,https://www.diken.com.tr,verified_news_archive
5559,İzmir’de Genel-İş üyesi işçiler TİS yetkisi aldı: İşçilerin öncelikli talebi iş güvencesi,1,0.8,Evrensel,https://twitter.com/evrenselgzt/status/6.50898e+17,verified_news_archive
5560,DSÖ Başkanı Tedros Adhanom Ghebreyesus illegal bir örgütün parçası değildi. TPLF liderliğindeki legal bir koalisyon hükümetinde sağlık ve dışişleri bakanı olarak görev yapmıştı.,0,0.95,Teyit / Dogruluk Payi Arşivi,https://TeyitOrg-False,fact_check_archive
5561,Ankara Katliamı'nda yaşamını yitiren Gökhan Akman'ın ailesine taziye ziyareti,1,0.8,Evrensel,https://twitter.com/evrenselgzt/status/6.57911e+17,verified_news_archive
5562,"Gaziantep Vali Yardımcısı, Cerablus'ta ölü bulundu",0,0.6,Limon Haber (Clickbait),https://twitter.com/limon/status/1.08442E+18,clickbait_archive
5563,"Fırat Cewerî, Kerem Görkem, Yaşar Atan ve Sarya Tunç yazılarıyla yarın Evrensel Pazar'da",1,0.8,Evrensel,https://twitter.com/evrenselgzt/status/6.40263e+17,verified_news_archive
5564,Sosyal medyada paylaşılan bir iddiaya göre karahindiba kökü kanser hücrelerinin yüzde 98'ini 48 saatte öldürüyor. Ancak iddia doğru değil.,0,0.95,Teyit / Dogruluk Payi Arşivi,https://TeyitOrg-False,fact_check_archive
5565,"Mynet, Haberler.com gibi bazı haber sitelerinde Covid-19’un bulaşmasında gaz çıkarmanın etkisi olduğu iddiası paylaşıldı. Ancak iddia doğru değil.",0,0.95,Teyit / Dogruluk Payi Arşivi,https://TeyitOrg-False,fact_check_archive
5566,#SONDAKİKA Avrupa'dan ABD'ye sert tepki,0,0.6,Limon Haber (Clickbait),https://twitter.com/limon/status/8.69978E+17,clickbait_archive
5567,RT OHAL Komisyonu'na başvurular bugün mesai saati bitiminde son buluyor,1,0.8,Evrensel,https://twitter.com/evrenselgzt/status/1.03728e+18,verified_news_archive
5568,Ankara Valiliğinden basım evlerine: Cumhurbaşkanı ve AKP'ye hakaret içeren afişleri basmayın!,1,0.8,Evrensel,https://twitter.com/evrenselgzt/status/6.55323e+17,verified_news_archive
