claim_id,source_type,debunk_triggered,matched_keywords,gold_verdict,final_verdict,is_correct,source_id,source_url
FACTURK-0412,local,False,,DOĞRU,YALAN,False,16569,https://twitter.com/evrenselgzt/status/1.03529e+18
FACTURK-0413,local,False,,DOĞRU,DOĞRU,True,2640,https://TeyitOrg-True
FACTURK-0415,web,False,,DOĞRU,DOĞRU,True,web_31142b0f_1,https://www.bbc.com/turkce/haberler-dunya-39855644
FACTURK-0421,local,False,,YALAN,YALAN,True,10081,https://twitter.com/evrenselgzt/status/6.25542e+17
FACTURK-0422,local,False,,YALAN,YALAN,True,7487,https://TeyitOrg-False
FACTURK-0423,web,False,,DOĞRU,DOĞRU,True,web_79ec7dff_0,https://tr.euronews.com/2019/02/05/hollandal-asiri-sagci-milletvekili-islam-karsiti-kitap-yazarken-musluman-oldu
FACTURK-0424,web,False,,DOĞRU,YALAN,False,web_3f8b308b_0,https://www.sonhaber.eu/belcika-suruculeri-durmaya-zorlayan-akilli-trafik-isiklari-kullanilmaya-baslandi
FACTURK-0429,local,False,,DOĞRU,DOĞRU,True,11936,https://TeyitOrg-True
FACTURK-0430,web,False,,DOĞRU,DOĞRU,True,web_e6cf8057_0,https://onedio.com/haber/ataturk-aniti-referandumu-oncesi-rizelilere-kucuk-bir-hatirlatma-592090
FACTURK-0431,web,False,,DOĞRU,YALAN,False,web_62054ce2_0,https://onedio.com/haber/nihat-hatipoglu-nun-ilk-sahur-programinda-sorulan-sevilmemenin-gunahi-sorusu-uzaklara-dalmamiza-neden-oldu-1136061
FACTURK-0432,web,False,,DOĞRU,DOĞRU,True,web_ebe77433_0,https://tr.euronews.com/2023/06/07/kosta-rikada-disi-bir-timsahin-bakire-dogum-yaptigi-tespit-edildi
FACTURK-0433,web,False,,YALAN,YALAN,True,web_23181875_0,https://www.hurriyet.com.tr/galeri-fyodor-dostoyevski-sozleri-dostoyevskinin-en-guzel-resimli-uzun-kisa-anlamli-olan-ask-ve-sevda-konulu-unutulmaz-sozleri-2023-41878708/7
FACTURK-0435,web,False,,DOĞRU,DOĞRU,True,web_cfa5f329_0,"https://t24.com.tr/bilim-teknoloji/threads-hesabini-silenin-instagram-i-da-kapaniyor-mu,1118928"
FACTURK-0436,web,False,,YALAN,YALAN,True,web_1262fc70_1,https://www.aa.com.tr/tr/teyithatti/aktuel/video-sanliurfada-cocuguyla-sokakta-kalan-kadini-gosteriyor-iddiasi/1819002
FACTURK-0437,web,False,,DOĞRU,DOĞRU,True,web_b62c1f3e_0,https://ankahaber.net/haber/detay/ispanya_guney_kibrisin_hava_savunmasina_destek_icin_firkateyn_gonderiyor_296782
FACTURK-0439,web,False,,DOĞRU,YALAN,False,web_de82db6b_1,https://www.birgun.net/haber/eksi-8-75-netle-universite-donemi-baraj-kalkti-sistem-coktu-411696
FACTURK-0445,local,False,,DOĞRU,DOĞRU,True,7505,https://TeyitOrg-True
FACTURK-0448,web,False,,DOĞRU,YALAN,False,web_11eb11da_1,https://www.trthaber.com/haber/dunya/suudi-arabistan-veliaht-prensi-hindistan-orta-dogu-avrupa-ekonomik-koridorunun-olumlu-yansimalari-olacak-794824.html
FACTURK-0450,web,False,,DOĞRU,DOĞRU,True,web_13b03183_0,https://bianet.org/haber/vergi-kacirmak-degil-vergiden-kacinmak-mis-219357
FACTURK-0451,local,False,,DOĞRU,DOĞRU,True,19719,https://TeyitOrg-True
FACTURK-0453,local,False,,DOĞRU,DOĞRU,True,16831,https://TeyitOrg-False
FACTURK-0454,local,False,,DOĞRU,YALAN,False,394,https://TeyitOrg-True
FACTURK-0456,local,False,,DOĞRU,YALAN,False,13712,https://TeyitOrg-True
FACTURK-0457,local,False,,DOĞRU,DOĞRU,True,3638,https://TeyitOrg-True
FACTURK-0460,local,False,,DOĞRU,YALAN,False,26562,https://TRT
FACTURK-0464,web,False,,DOĞRU,DOĞRU,True,web_687b35e9_0,https://www.yasemin.com/foto-galeri/73154-1-grami-bile-servet-diaspor-tasi-yalnizca-turkiyede-cikariliyor-elmastan-10-bin-kat-degerli
FACTURK-0465,web,False,,DOĞRU,YALAN,False,web_e9178502_0,https://halktv.com.tr/yasam/kimse-farkinda-degil-yol-kenarindaki-kucuk-beyaz-tabelalar-hayatinizi-kurtariyor-1-747371h
FACTURK-0466,web,False,,YALAN,YALAN,True,web_7d62e2ef_2,https://www.dirilispostasi.com/cinliler-cince-anlasamiyor-resmi-dairelerde-lutfen-ortak-dil-konusun-yazisi-6150698
FACTURK-0469,local,False,,DOĞRU,DOĞRU,True,24613,https://TeyitOrg-True
FACTURK-0470,web,False,,DOĞRU,YALAN,False,web_1034ab24_0,https://onedio.com/haber/bakanlik-45-yaban-kecisinin-oldurulmesi-icin-ihaleye-gidiyor-983338
FACTURK-0471,web,False,,YALAN,YALAN,True,web_b6ba74e6_1,https://www.gzt.com/spor/fenerbahce-besiktas-maci-ne-zaman-2026-super-lig-28-hafta-mac-programi-fb-bjk-derbi-tarihi-4025359
FACTURK-0472,web,False,,DOĞRU,DOĞRU,True,web_4f01cce4_0,https://www.capital.com.tr/haberler/tum-haberler/avrasya-tuneline-katarli-ortak
FACTURK-0473,web,False,,YALAN,YALAN,True,web_2f0802fc_1,https://www.milliyet.com.tr/galeri/dusmana-sozler-2026-dost-gibi-gorunen-ve-cekemeyen-insanlara-soylenilebilecek-sozler-6414727/3
FACTURK-0476,web,False,,DOĞRU,DOĞRU,True,web_b3c4924d_1,https://www.enerjigunlugu.net/norvecli-haltbakk-bunkersdan-abd-askeri-gemilerine-yakit-yok-62492h.htm
FACTURK-0478,web,False,,DOĞRU,YALAN,False,web_84d56481_0,https://onedio.com/haber/japonya-da-musterilerin-bilerek-yanlis-siparis-aldigi-tek-yer-amaci-tam-olarak-o-1308180
FACTURK-0482,local,False,,DOĞRU,DOĞRU,True,999,https://TeyitOrg-True
FACTURK-0483,web,False,,YALAN,DOĞRU,False,web_a4d696a8_0,https://www.haberturk.com/dedetas-in-atamasi-ne-zaman-yapildi-3685018
FACTURK-0485,web,False,,YALAN,DOĞRU,False,web_bbd4059b_0,"https://www.ntv.com.tr/ekonomi/dunyanin-en-zengin-kadini-mackenzie-scott,Eg_8UFOLzkO1KP-5d3l6SQ"
FACTURK-0489,web,False,,YALAN,DOĞRU,False,web_b0621e4e_1,https://www.haberturk.com/polemik/haber/805059-zaytungun-haberine-ilk-kez-yalanlama-geldi
FACTURK-0491,web,False,,DOĞRU,DOĞRU,True,web_bbe74cae_0,"https://www.ntv.com.tr/dunya/tuvalette-telefonla-oynayanlar-icin-buyuk-risk-uzmanlar-uyardi,9ZyW1F_aGU2xKewhiR_xQQ"
FACTURK-0492,local,False,,DOĞRU,YALAN,False,7311,https://twitter.com/limon/status/8.02228E+17
FACTURK-0494,web,False,,YALAN,YALAN,True,web_dedaa824_0,http://www.dha.com.tr/foto-galeri/turk-bilim-insanlari-kok-hucre-ve-3d-biyo-yazici-ile-kalp-uretecek-1683313
FACTURK-0495,web,False,,YALAN,YALAN,True,web_8f3d019a_1,https://www.defenceturk.net/teror-orgutu-ypg-pkk-abdye-ait-ihayi-dusurdu
FACTURK-0496,local,False,,DOĞRU,YALAN,False,14928,https://TeyitOrg-True
FACTURK-0500,web,False,,DOĞRU,YALAN,False,web_5a612c3c_0,https://www.aa.com.tr/tr/dunya/tarladan-eve-posetle-dogal-gaz-tasiyorlar/2787489
