claim_id,text,gold_label,annotator_A1,annotator_A2,annotator_A3,is_disputed,dispute_resolved_round
G0293,Türkiye KKTC ile sosyal güvenlik anlaşması imzaladı.,1,1,1,1,0,1
G0294,Yeni eğitim sistemiyle yüksek lisans zorunlu hale geliyor.,0,0,0,0,0,1
G0295,İzmir'de gizlice inşa edilen nükleer reaktör tespit edildi.,0,0,0,0,0,1
G0296,Türk üniversitelerinin tamamı uluslararası akreditasyonunu kaybetti.,0,0,0,0,0,1
G0297,Türk ordusu gizlice Kuzey Irak'a girdi.,0,0,0,0,0,1
G0298,"Türkiye'nin ihracat rakamları sahte, gerçek 3 kat daha düşük.",0,0,0,0,0,1
G0299,Türk girişimciler ödüllü teknoloji fuarında yer aldı.,1,1,1,1,0,1
G0300,Bu rapor: Türkiye'de hava kirliliği dünyada 1. sıraya geçti.,0,0,0,0,0,1
G0301,"Elektrik faturasına gizli vergi eklendi, kimseye duyurulmadı.",0,0,0,0,0,1
G0302,"Bu seçim sonuçları manipüle edildi, bağımsız rapor yayımlandı.",0,0,0,0,0,1
G0303,Savunma sanayii yurt dışı ihracat rakamlarını açıkladı.,1,1,1,1,0,1
G0304,Türkiye şehir hastanesi kapasitesini artırdı.,1,1,1,1,0,1
G0305,"Başbakanlık sona eriyor, yeni makam oluşturuluyor.",0,0,0,0,0,1
G0306,Türk basketbol milli takımı Avrupa şampiyonasında mücadele etti.,1,1,1,1,0,1
G0307,Türkiye NATO zirvesine aktif olarak katıldı.,1,1,1,1,0,1
G0308,Türk üniversitesi yeni doktora programı açtı.,1,1,1,1,0,1
G0309,Türkiye-Portekiz kültür anlaşması imzalandı.,1,1,1,1,0,1
G0310,Vakıflar Genel Müdürlüğü tarihi eserlerin restorasyon raporunu açıkladı.,1,1,1,1,0,1
G0311,"Türk bilim insanı kanser aşısı geliştirdi, dünya şoke!",0,0,0,0,0,1
G0312,"5G baz istasyonları kuş ölümlerine yol açıyor, araştırma sonuçlandı.",0,0,0,0,0,1
G0313,Hükümet kendi aleyhine çıkan tüm haberleri sansürlüyor.,0,0,0,0,0,1
G0314,"Bu anket verileri sahte, gerçek sonuç CHP'nin farkla önde.",0,0,0,0,0,1
G0315,Yeni sistem: Devlet okullarında maaş ödenmeyecek.,0,0,0,0,0,1
G0316,"Bu bölgede radyasyon seviyesi ölümcül, devlet gizliyor.",0,0,0,0,0,1
G0317,"Köpek beslemek artık yasak, para cezası geliyor.",0,0,0,0,0,1
G0318,"Bu haber uydurma, gerçekte böyle bir olay yaşanmadı.",0,0,0,0,0,1
G0319,Marmara Denizi'nde müsilaj temizleme çalışmaları sürdü.,1,1,1,1,0,1
G0320,Emniyet sınır kontrol sistemini dijital platforma taşıdı.,1,1,1,1,0,1
G0321,Sağlık Bakanlığı yeni hastane kurulum protokolünü yayımladı.,1,1,1,1,0,1
G0322,Özel okul öğrencilerine devlet okulu diploması verilecek.,0,0,0,0,0,1
G0323,Boğaziçi Üniversitesi uluslararası kongre düzenledi.,1,1,1,1,0,1
G0324,Türkiye sürdürülebilir kalkınma amaçlarına yönelik rapor yayımladı.,1,1,1,1,0,1
G0325,Türkiye tüm NATO askeri operasyonlarından çekiliyor.,0,0,0,0,0,1
G0326,Yeni yasa ile evli çiftler çocuk sahibi olmak zorunda.,0,0,0,0,0,1
G0327,"Bu fotoğraf dünkü depremde değil, 2003 yılında çekildi.",0,0,0,0,0,1
G0328,Türkiye düz dünya teorisini bilimsel olarak kanıtladı.,0,0,0,0,0,1
G0329,"Bu tarihte borsada büyük çöküş yaşanacak, fırsatçılar hazırlanıyor.",0,0,0,0,0,1
G0330,Türkiye'de geçen yıl 1.5 milyon turist ağırlandı.,1,1,1,1,0,1
G0331,Türkiye'de yeni çeşit uyuşturucu ekmeklere karıştırılıyor.,0,0,0,0,0,1
G0332,Cumhurbaşkanı tarım sektörü temsilcileriyle bir araya geldi.,1,1,1,1,0,1
G0333,Türkiye yeni sanayi bölgelerinin kurulumunu onayladı.,1,1,1,1,0,1
G0334,Yeni nesil ilaç kan şekerini sadece 1 saatte normalleştiriyor.,0,0,0,0,0,1
G0335,Türkiye orman varlığını korumaya devam ediyor.,1,1,1,1,0,1
G0336,Yeni yasa ile kiracıların tüm hakları sıfırlandı.,0,0,0,0,0,1
G0337,Çin Türkiye'ye ekonomik ambargo uyguluyor.,0,0,0,0,0,1
G0338,"Bu fotoğraf Türkiye'den değil, 1999 İtalya seli görüntüsü.",0,0,0,0,0,1
G0339,Türkiye yüksek hızlı internet altyapısı yatırımlarını sürdürüyor.,1,1,1,1,0,1
G0340,Cumhurbaşkanı yeni kabine üyelerini atadı.,1,1,1,1,0,1
G0341,Doktorlar açıkladı: Soğan yemek kanseri kesin olarak önlüyor.,0,0,0,0,0,1
G0342,Bu sezon Türkiye'de domuz gribi salgını başladı.,0,0,0,0,0,1
G0343,Çevre Bakanlığı çevre cezası gelirlerini açıkladı.,1,1,1,1,0,1
G0344,Sel felaketinin gerçek nedeni barajların kasıtlı açılması.,0,0,0,0,0,1
G0345,"Türkiye Suriye ile savaşa giriyor, gizli karar alındı.",0,0,0,0,0,1
G0346,"Süt içmek kemikleri güçlendirmiyor, bilim insanları yanıltıyordu.",0,0,0,0,0,1
G0347,"Bu iddia tamamen yanlış, bağımsız kuruluşlar reddetti.",0,0,0,0,0,1
G0348,Türkiye yazılım geliştirme sektöründe büyüyor.,1,1,1,1,0,1
G0349,Türkiye insansız hava araçları teknolojisinde öne çıkıyor.,1,1,1,1,0,1
G0350,"Türkiye AB üyeliği müzakereleri yeniden başladı, tarih belli.",0,0,0,0,0,1
G0351,Cumhurbaşkanlığı Sarayı 10 milyar dolara satışa çıkarıldı.,0,0,0,0,0,1
G0352,"Tüm hastaneler özelleştiriliyor, devlet hastanesi kalmıyor.",0,0,0,0,0,1
G0353,Çevre Bakanlığı atık yönetimi planını güncelledi.,1,1,1,1,0,1
G0354,Tayland'da 50 cm boyutunda sivrisinek türü keşfedildi.,0,0,0,0,0,1
G0355,KOSGEB KOBİ desteklerini artırdı.,1,1,1,1,0,1
G0356,Çin Türkiye'ye 50 milyar dolarlık borç takip başlattı.,0,0,0,0,0,1
G0357,AKP hükümeti tüm sosyal medyayı tamamen kapatıyor!,0,0,0,0,0,1
G0358,Türkiye Avrupa'nın en büyük çevre kirliliği kaynağı oldu.,0,0,0,0,0,1
G0359,Türkiye çevre standartlarını AB normlarına yaklaştırdı.,1,1,1,1,0,1
G0360,İstanbul Büyükşehir Belediyesi su zamı yaptı.,1,1,1,1,0,1
G0361,"Türkiye IMF'ye 200 milyar borç ödeyemedi, iflas yakın.",0,0,0,0,0,1
G0362,Sağlık Bakanlığı grip salgınına karşı aşı kampanyası başlattı.,1,1,1,1,0,1
G0363,Türkiye büyükelçilik ağını genişletiyor.,1,1,1,1,0,1
G0364,Türk girişimciler Silicon Valley'de şirket kurdu.,1,1,1,1,0,1
G0365,İstanbul Boğazı'nda geçiş trafiği verileri açıklandı.,1,1,1,1,0,1
G0366,"Bu fotoğraf İstanbul depremi değil, Marakeş görüntüsü.",0,0,0,0,0,1
G0367,Sağlık Bakanlığı yeni antikoagülan ilaç onayladı.,1,1,1,1,0,1
G0368,"Beşiktaş yeni teknik direktörü Mourinho oldu, sözleşme imzalandı.",0,0,0,0,0,1
G0369,Türk müzesinde yeni tarihi eser sergileniyor.,1,1,1,1,0,1
G0370,Türkiye'de yeni bir üniversite kuruldu.,1,1,1,1,0,1
G0371,"TürkSat uydusu yerinden oynatıldı, internet çalışmıyor.",0,0,0,0,0,1
G0372,Karadeniz'de yeni bir çekim gücü anomalisi tespit edildi.,0,0,0,0,0,1
G0373,Türkiye 20 milyar dolarlık ABD silahını iade etti.,0,0,0,0,0,1
G0374,"Fenerbahçe bu sezon şampiyonluğu bilerek bıraktı, belge sızdı.",0,0,0,0,0,1
G0375,"Atatürk Havalimanı gece yarısı kapatıldı, uçuşlar iptal.",0,0,0,0,0,1
G0376,Ankara'da metro hattı genişleme çalışmaları başladı.,1,1,1,1,0,1
G0377,İspanya ile yeni eğitim iş birliği protokolü imzalandı.,1,1,1,1,0,1
G0378,"İstanbul'da 6 milyon kişilik veri sızdırıldı, bankalar risk altında.",0,0,0,0,0,1
G0379,Türkiye enerji ithalatını çeşitlendiriyor.,1,1,1,1,0,1
G0380,Sağlık Bakanlığı pandemi hazırlık planını güncelledi.,1,1,1,1,0,1
G0381,CHP seçimi kazanırsa Türkiye AB üyesi olacak.,0,0,0,0,0,1
G0382,Kültür Bakanlığı yeni arkeolojik buluntular açıkladı.,1,1,1,1,0,1
G0383,"Türkiye-ABD ticaret anlaşması feshedildi, sonuçlar felaket olacak.",0,0,0,0,0,1
G0384,Sosyal medya yorumcuları artık lisans almak zorunda.,0,0,0,0,0,1
G0385,"Doğal gaz rezervi bitti, yakında sokaklar karanlık kalacak.",0,0,0,0,0,1
G0386,Yeni yasal düzenlemeyle belediyeler Ankara'ya bağlanıyor.,0,0,0,0,0,1
G0387,Bakanlık Kadına Yönelik Şiddetle Mücadele Planı'nı güncelledi.,1,1,1,1,0,1
G0388,İstanbul boğazı yarın gece trafiğe tamamen kapatılıyor.,0,0,0,0,0,1
G0389,İstanbul'da artık oy kullanmak için ekstra sınav şartı aranıyor.,0,0,0,0,0,1
G0390,Türk-Fransız ticaret ilişkileri güçleniyor.,1,1,1,1,0,1
G0391,Turkiye tarim ihracatinda yeni pazar buldu.,1,1,1,1,0,1
G0392,Bu insaat projesi yasadisi yollarla onaylandi.,0,0,0,0,0,1
G0393,"Bu fotograf sahte, asil gercek tamamen farkli.",0,0,0,0,0,1
G0394,Bu saglikla ilgili iddia bilimsel olarak kesinlikle yanlistir.,0,0,0,0,0,1
G0395,Türk üniversitesi AB Horizon projesine ortak oldu.,1,1,1,1,0,1
G0396,"Bu urun geri cagrıldı, ciddi tehlike arz ediyor.",0,0,0,0,0,1
G0397,Turkiye Arap ülkeleriyle yatirim forumu düzenledi.,1,1,1,1,0,1
G0398,Disisleri Bakanligi bir arabuluculuk anlasmasi sagladi.,1,1,1,1,0,1
G0399,Bu arastirma bulgularinin gercekligi sorgulanmaktadir.,0,0,0,0,0,1
G0400,Deprem tahmincisi: Bu ayin sonunda 9 buyuklugunde deprem olacak.,0,0,0,0,0,1
G0401,Borsa Istanbul BIST 100 endeksi günü yüklenis ile kapatti.,1,1,1,1,0,1
G0402,TOBB yilin girisimcisini ödüllendirdi.,1,1,1,1,0,1
G0403,Turkiye günes enerjisi kapasitesi rekor düzeye ulasti.,1,1,1,1,0,1
G0404,Hazine ve Maliye Bakanligi yeni KDV duzenlemesini duyurdu.,1,1,1,1,0,1
G0405,Yeni vergi sistemiyle esnafin tumu iflas edecek.,0,0,0,0,0,1
G0406,Hukumet gizli kararname ile 100 sirketi daha kapatti.,0,0,0,0,0,1
G0407,"Bu rapor verileri saptırılmıs, gercek tablo cok farkli.",0,0,0,0,0,1
G0408,Bu politikaci hakkindaki iddialarin tumu asilsizdir.,0,0,0,0,0,1
G0409,Bu ilac kullanimi kalici hasara yol aciyor.,0,0,0,0,0,1
G0410,Turkiye Avrupa Konseyi toplantisinda temsil edildi.,1,1,1,1,0,1
G0411,"Bu cozum imkansiz, bu iddia teknik olarak yanlistir.",0,0,0,0,0,1
G0412,"Bu fotograf bugunun olayi degil, yillar oncesine ait.",0,0,0,0,0,1
G0413,Turkiye yüksek teknoloji ihracatini artirmayi hedefliyor.,1,1,1,1,0,1
G0414,Bu cocuk oyuncagi kanserojen madde icerebilir.,0,0,0,0,0,1
G0415,Bu anket sonuclari tamamen sahte verilerle olusturuldu.,0,0,0,0,0,1
G0416,Belediyeler arasi is birligi anlasmasi imzalandi.,1,1,1,1,0,1
G0417,Sehir suyuna eklenen madde cocuklarda geri donusumlu beyin hasari yapiyor.,0,0,0,0,0,1
G0418,Türk Kizilay deprem bölgesine yardim malzemesi gönderdi.,1,1,1,1,0,1
G0419,Egitim bakanligi okullari kalici olarak kapatacak.,0,0,0,0,0,1
G0420,Turkiye bu hafta 3 farkli ulkeyle savas ilan etti.,0,0,0,0,0,1
G0421,BDDK tüketici kredisi düzenleme taslagini görüse acti.,1,1,1,1,0,1
G0422,Turkiye gizlice 500 bin kisi tutuklanmistir.,0,0,0,0,0,1
G0423,KOSGEB kücük isletmelere yönelik yeni destekleri acikladi.,1,1,1,1,0,1
G0424,Kültür Bakanligi yeni müze katalogu yayimladi.,1,1,1,1,0,1
G0425,"Bakanlik bu bilgiyi gizledi, halktan sakliyor.",0,0,0,0,0,1
G0426,Bu haber tamamen uydurulmustur.,0,0,0,0,0,1
G0427,Turkiye ile Hirvatistan arasinda turizm anlasmasi imzalandi.,1,1,1,1,0,1
G0428,Saglik Bakanligi grip asisi kampanyasi baslatti.,1,1,1,1,0,1
G0429,Istanbul Buyuksehir Belediyesi toplantisinda su fiyati gorüsüldü.,1,1,1,1,0,1
G0430,"Bu rapor tarafli, gercegi yansitmiyor.",0,0,0,0,0,1
G0431,Bu basvurunun otomatik olarak reddedildigi aciklandi.,0,0,0,0,0,1
G0432,"Yeni yasa ile tum ithalat yasaklaniyor, ekonomi felc olacak.",0,0,0,0,0,1
G0433,"Bu video sahte, yapay zeka tarafindan uretildi.",0,0,0,0,0,1
G0434,"Bu sehirde saglik hizmetleri tamamen durdu, duyrulmadi.",0,0,0,0,0,1
G0435,TuIK Agustos 2026 enflasyon verilerini acikladi.,1,1,1,1,0,1
G0436,Bu firmanin urunleri yanmis plastik icerebilir.,0,0,0,0,0,1
G0437,Turkiye yeni kamu ihale yönetmeligi yayimladi.,1,1,1,1,0,1
G0438,Milli Egitim Bakanligi ögretmen atama takvimini güncelledi.,1,1,1,1,0,1
G0439,Bu iddianin dogrulanmasi mumkun degildir.,0,0,0,0,0,1
G0440,Turkiye bu yil tamamen caresiz bir enerji krizine girecek.,0,0,0,0,0,1
G0441,Bu haber sitesindeki icerik veri kaynaklarinca celenlenmektedir.,0,0,0,0,0,1
G0442,Turkiye bagimsiz denetim kurumu raporunu kamuoyuyla paylasti.,1,1,1,1,0,1
G0443,Turkiye Buyuk Millet Meclisi 2026 butce gorusmelerini tamamladi.,1,1,1,1,0,1
G0444,Yeni butce tasarisi toplumun yuzde 90ini yoksullastiracak.,0,0,0,0,0,1
G0445,Turkiye bu yil en az 10 sehri kaybedecek.,0,0,0,0,0,1
G0446,Enerji krizi nedeniyle yarin buyuk sehirlerde elektrik kesilecek.,0,0,0,0,0,1
G0447,Türk bankacilik sektörü sermaye yeterliligi raporunu sundu.,1,1,1,1,0,1
G0448,Bu politikacinin gizli hesabi ortaya cikti.,0,0,0,0,0,1
G0449,Turkiye BM iklim konferansina katilim sagladi.,1,1,1,1,0,1
G0450,Gizli toplanti: Hukumet 3 yil icinde secim yapmayacak.,0,0,0,0,0,1
G0451,"Bu ilac plastik icerebilir, kullanmayin!",0,0,0,0,0,1
G0452,Bu ihracat rakamlari kasitli olarak sisirildi.,0,0,0,0,0,1
G0453,"Bu sirketten alisveris yapmayin, dolandiricilik yapiyorlar.",0,0,0,0,0,1
G0454,Türk heyeti Brükselde görüsmeler gerceklestirdi.,1,1,1,1,0,1
G0455,Türk halk sagligi enstitüsü akilli izleme platformunu baslatti.,1,1,1,1,0,1
G0456,Bu paylasim tamamen yanlis oldugu dogrulama kurulusları tarafindan teyit edildi.,0,0,0,0,0,1
G0457,"Yeni yasa gece yarisi yururluge girdi, kimseye duyurulmadi.",0,0,0,0,0,1
G0458,"Bu goruntuler yaniltici, tam baglamda yanlis anlasiliyor.",0,0,0,0,0,1
G0459,"Bu yorum uydurma, gercek olmayan bir iddia iceriyor.",0,0,0,0,0,1
G0460,Yeni aciklama: Emekli maaslari 1 yilda eriyecek.,0,0,0,0,0,1
G0461,"Bu bilgi yaniltici, dogrulanmamis bir iddiadir.",0,0,0,0,0,1
G0462,Tarim Bakanligi sezonluk hasat tahminlerini acikladi.,1,1,1,1,0,1
G0463,Yeni yasa ile orman alanlarinin tumu satisa cikarildi.,0,0,0,0,0,1
G0464,"Yeni salgin basladi, diger ulkeler kapilarini kapatti.",0,0,0,0,0,1
G0465,Cumhurbaskani Uluslararasi Yenilenebilir Enerji Ajansi toplantisina katildi.,1,1,1,1,0,1
G0466,Turkiyede turizm geliri 2025 seviyesini asti.,1,1,1,1,0,1
G0467,Bu iddianin hicbir bilimsel dayanagi bulunmamaktadir.,0,0,0,0,0,1
G0468,"Bu ulkede sizinti operasyonu basladi, devlet ele geciriliyor.",0,0,0,0,0,1
G0469,Ankarada yeni metro istasyonu hizmete acildi.,1,1,1,1,0,1
G0470,Turkiye ile Güney Kore arasinda savunma is birligi anlasmasi imzalandi.,1,1,1,1,0,1
G0471,Bu gida urunu hakkindaki uyarilar yayilmaya devam ediyor.,0,0,0,0,0,1
G0472,Turkiye su kaynaklarinin yuzde 80i kirletildi.,0,0,0,0,0,1
G0473,Devlet Planlama Örgütü 5 yillik plani acikladi.,1,1,1,1,0,1
G0474,Cumhurbaskani maden sektörü temsilcileriyle biraraya geldi.,1,1,1,1,0,1
G0475,Bu video saldiria ugramis bir kullanici tarafindan yapay sekilde uretilmistir.,0,0,0,0,0,1
G0476,"Bu fotograf AI tarafindan uretildi, gercek degil.",0,0,0,0,0,1
G0477,Turkiye IMF ile standart izleme görüsmesi yapildi.,1,1,1,1,0,1
G0478,AFAD kiyi sel riskine karsi uyari yayimladi.,1,1,1,1,0,1
G0479,Milli ekonomi tamamen dis borca bagli hale geldi.,0,0,0,0,0,1
G0480,Türk e-devlet uygulamasina yeni hizmetler eklendi.,1,1,1,1,0,1
G0481,Bu iktisat aciklamasi eksik ve yaniltici veri icerebilir.,0,0,0,0,0,1
G0482,Savunma Sanayii Baskanligi yeni proje imzasi atti.,1,1,1,1,0,1
G0483,TUBITAK ar-ge proje desteklerini artirdi.,1,1,1,1,0,1
G0484,Turkiye Cumhurbaskani Afrika turundan dönmüstür.,1,1,1,1,0,1
G0485,Yurt ici havayolu trafigi gecen yila göre artti.,1,1,1,1,0,1
G0486,EPDK dogalgaz tarifeleri güncelleme kararina duyurdu.,1,1,1,1,0,1
G0487,Galatasaray UEFA Konferans Liginde tur atladi.,1,1,1,1,0,1
G0488,Bu iddianın asılsız oldugu degerlendirmeler sonucunda ortaya cikti.,0,0,0,0,0,1
G0489,Türk vatandaslari tasarruf oranlarini artirdi.,1,1,1,1,0,1
G0490,Bu bilginin yanlis oldugu uzmanlar tarafindan dogrulanmistir.,0,0,0,0,0,1
G0491,"Ekonomi bu ay tamamen coktu, acil kurtarma paketi lazim.",0,0,0,0,0,1
G0492,Türk teknoloji firmasi Avrupada ofis acti.,1,1,1,1,0,1
G0493,"Bu haber tamamen yalan, kaynagi belirsiz.",0,0,0,0,0,1
G0494,Hukumet vatandaslarin tasarruflarına el koyacak.,0,0,0,0,0,1
G0495,Bu iddialarin hicbirinin kaynagi dogrulanamadi.,0,0,0,0,0,1
G0496,"Bu politikaci yasadisi yollarla secildi, belgeler sizdi.",0,0,0,0,0,1
G0497,Cevre Bakanligi deniz kirliligi raporu yayimladi.,1,1,1,1,0,1
G0498,Bu haber manipulatif bir cercevede sunulmustur.,0,0,0,0,0,1
G0499,Bu bilginin dogrulugunu destekleyen hicbir kanit bulunmamaktadir.,0,0,0,0,0,1
G0500,"Bu video gercek degil, CGI ile uretilmistir.",0,0,0,0,0,1
