claim_id,gold_verdict,final_verdict,raw_status,abstained,is_correct,k6_available,k6_predicted_label,k6_confidence,k6_override,k6_rescue,k6_concur,k6_dissent
FACTURK-0285,YALAN,YETERSİZ VERİ,RET,True,False,True,1,0.583,False,False,False,False
FACTURK-0286,DOĞRU,DOĞRU,ONAY,False,True,True,1,0.6743,False,False,False,False
FACTURK-0287,DOĞRU,YALAN,RED,False,False,True,1,0.9312,False,False,False,True
FACTURK-0288,DOĞRU,YETERSİZ VERİ,RET,True,False,True,0,0.8081,False,False,False,False
FACTURK-0289,DOĞRU,YETERSİZ VERİ,RET,True,False,True,0,0.8984,False,False,False,False
FACTURK-0290,DOĞRU,YETERSİZ VERİ,RET,True,False,True,0,0.9268,False,False,False,False
FACTURK-0291,DOĞRU,YETERSİZ VERİ,RET,True,False,True,0,0.9106,False,False,False,False
FACTURK-0292,YALAN,YETERSİZ VERİ,RET,True,False,True,0,0.9102,False,False,False,False
FACTURK-0293,YALAN,YETERSİZ VERİ,RET,True,False,True,1,0.9473,False,False,False,False
FACTURK-0294,YALAN,YETERSİZ VERİ,RET,True,False,True,0,0.9341,False,False,False,False
FACTURK-0295,DOĞRU,YETERSİZ VERİ,RET,True,False,True,0,0.9385,False,False,False,False
FACTURK-0296,DOĞRU,DOĞRU,ONAY,False,True,True,1,0.7397,False,False,True,False
FACTURK-0297,DOĞRU,DOĞRU,ONAY,False,True,True,1,0.8467,False,False,True,False
FACTURK-0298,DOĞRU,YETERSİZ VERİ,RET,True,False,True,1,0.9609,False,False,False,False
FACTURK-0299,YALAN,YALAN,UYARI,False,True,True,1,0.7637,False,False,False,True
FACTURK-0300,YALAN,YALAN,RED,False,True,True,0,0.8599,False,False,True,False
FACTURK-0301,YALAN,DOĞRU,ONAY,False,False,True,1,0.7583,False,False,True,False
FACTURK-0302,YALAN,DOĞRU,ONAY,False,False,True,1,0.5645,False,False,False,False
FACTURK-0303,YALAN,YALAN,RED,False,True,True,0,0.5239,False,False,False,False
FACTURK-0304,DOĞRU,YALAN,RED,False,False,True,0,0.6641,False,False,False,False
FACTURK-0305,DOĞRU,YETERSİZ VERİ,RET,True,False,True,1,0.5874,False,False,False,False
FACTURK-0306,YALAN,YETERSİZ VERİ,RET,True,False,True,0,0.7573,False,False,False,False
FACTURK-0307,YALAN,YETERSİZ VERİ,RET,True,False,True,0,0.541,False,False,False,False
FACTURK-0308,DOĞRU,YETERSİZ VERİ,RET,True,False,True,1,0.7446,False,False,False,False
FACTURK-0309,YALAN,YETERSİZ VERİ,RET,True,False,True,0,0.8496,False,False,False,False
FACTURK-0310,YALAN,YETERSİZ VERİ,RET,True,False,True,1,0.9409,False,False,False,False
FACTURK-0311,DOĞRU,DOĞRU,ONAY,False,True,True,1,0.7817,False,False,True,False
FACTURK-0312,DOĞRU,DOĞRU,ONAY,False,True,True,1,0.6689,False,False,False,False
FACTURK-0313,DOĞRU,YETERSİZ VERİ,KISMI,True,False,True,0,0.7314,False,False,False,False
FACTURK-0314,DOĞRU,YETERSİZ VERİ,RET,True,False,True,1,0.9673,False,False,False,False
FACTURK-0315,YALAN,YALAN,RED,False,True,True,0,0.7466,False,False,True,False
FACTURK-0316,DOĞRU,DOĞRU,ONAY,False,True,True,1,0.9233,False,False,True,False
FACTURK-0317,DOĞRU,YALAN,RED,False,False,True,0,0.9429,False,False,True,False
FACTURK-0318,YALAN,YETERSİZ VERİ,RET,True,False,True,0,0.7578,False,False,False,False
FACTURK-0319,DOĞRU,DOĞRU,ONAY,False,True,True,0,0.6255,False,False,False,False
FACTURK-0320,YALAN,DOĞRU,ONAY,False,False,True,1,0.9819,False,False,True,False
FACTURK-0321,YALAN,YETERSİZ VERİ,RET,True,False,True,0,0.9248,False,False,False,False
FACTURK-0322,YALAN,YETERSİZ VERİ,RET,True,False,True,1,0.8916,False,False,False,False
FACTURK-0323,DOĞRU,YETERSİZ VERİ,RET,True,False,True,1,0.6167,False,False,False,False
FACTURK-0324,DOĞRU,DOĞRU,ONAY,False,True,True,1,0.8125,False,False,True,False
FACTURK-0325,YALAN,YALAN,RED,False,True,True,1,0.5684,False,False,False,False
FACTURK-0326,YALAN,YETERSİZ VERİ,RET,True,False,True,1,0.791,False,False,False,False
FACTURK-0327,YALAN,YETERSİZ VERİ,RET,True,False,True,1,0.8184,False,False,False,False
FACTURK-0328,DOĞRU,DOĞRU,ONAY,False,True,True,1,0.7563,False,False,True,False
FACTURK-0329,DOĞRU,YETERSİZ VERİ,RET,True,False,True,1,0.9155,False,False,False,False
FACTURK-0330,YALAN,YALAN,RED,False,True,True,1,0.8516,False,False,False,True
FACTURK-0331,DOĞRU,YETERSİZ VERİ,RET,True,False,True,0,0.9199,False,False,False,False
FACTURK-0332,YALAN,YETERSİZ VERİ,RET,True,False,True,0,0.6831,False,False,False,False
FACTURK-0333,YALAN,YETERSİZ VERİ,RET,True,False,True,0,0.8223,False,False,False,False
FACTURK-0334,DOĞRU,DOĞRU,ONAY,False,True,True,1,0.958,False,False,True,False
FACTURK-0335,YALAN,YALAN,RED,False,True,True,1,0.8398,False,False,False,True
FACTURK-0336,DOĞRU,YETERSİZ VERİ,RET,True,False,True,0,0.7754,False,False,False,False
FACTURK-0337,YALAN,YALAN,UYARI,False,True,True,1,0.9316,False,False,False,True
FACTURK-0338,YALAN,YALAN,RED,False,True,True,0,0.9385,False,False,True,False
FACTURK-0339,DOĞRU,YETERSİZ VERİ,RET,True,False,True,0,0.915,False,False,False,False
FACTURK-0340,YALAN,YETERSİZ VERİ,RET,True,False,True,0,0.5791,False,False,False,False
FACTURK-0341,DOĞRU,YALAN,RED,False,False,True,1,0.8413,False,False,False,True
FACTURK-0342,YALAN,DOĞRU,ONAY,False,False,True,1,0.9009,False,False,True,False
FACTURK-0343,YALAN,YETERSİZ VERİ,RET,True,False,True,1,0.5962,False,False,False,False
FACTURK-0344,DOĞRU,DOĞRU,ONAY,False,True,True,1,0.978,False,False,True,False
FACTURK-0345,DOĞRU,YETERSİZ VERİ,RET,True,False,True,1,0.7075,False,False,False,False
FACTURK-0346,YALAN,YALAN,UYARI,False,True,True,1,0.7031,False,False,False,True
FACTURK-0347,DOĞRU,YETERSİZ VERİ,RET,True,False,True,0,0.9473,False,False,False,False
FACTURK-0348,DOĞRU,DOĞRU,ONAY,False,True,True,0,0.9399,False,False,False,True
FACTURK-0349,DOĞRU,YETERSİZ VERİ,RET,True,False,True,1,0.9966,False,False,False,False
FACTURK-0350,DOĞRU,YALAN,RED,False,False,True,1,0.96,False,False,False,True
FACTURK-0351,YALAN,DOĞRU,ONAY,False,False,True,1,0.5654,False,False,False,False
FACTURK-0352,DOĞRU,DOĞRU,ONAY,False,True,True,1,0.8818,False,False,True,False
FACTURK-0353,YALAN,YETERSİZ VERİ,RET,True,False,True,0,0.6094,False,False,False,False
FACTURK-0354,DOĞRU,DOĞRU,ONAY,False,True,True,1,0.9956,False,False,True,False
FACTURK-0355,DOĞRU,DOĞRU,ONAY,False,True,True,1,0.8569,False,False,True,False
FACTURK-0356,YALAN,YETERSİZ VERİ,RET,True,False,True,0,0.894,False,False,False,False
FACTURK-0357,YALAN,YETERSİZ VERİ,RET,True,False,True,0,0.9092,False,False,False,False
FACTURK-0358,YALAN,YETERSİZ VERİ,RET,True,False,True,0,0.9492,False,False,False,False
FACTURK-0359,DOĞRU,DOĞRU,ONAY,False,True,True,1,0.8877,False,False,True,False
FACTURK-0360,DOĞRU,YALAN,RED,False,False,True,0,0.7563,False,False,True,False
FACTURK-0361,DOĞRU,YETERSİZ VERİ,RET,True,False,True,0,0.9478,False,False,False,False
FACTURK-0362,DOĞRU,YALAN,RED,False,False,True,0,0.9346,False,False,True,False
FACTURK-0363,YALAN,YETERSİZ VERİ,RET,True,False,True,0,0.9141,False,False,False,False
FACTURK-0364,YALAN,YETERSİZ VERİ,RET,True,False,True,1,0.9062,False,False,False,False
FACTURK-0365,YALAN,YETERSİZ VERİ,RET,True,False,True,0,0.9219,False,False,False,False
FACTURK-0366,DOĞRU,YETERSİZ VERİ,RET,True,False,True,1,0.8828,False,False,False,False
FACTURK-0367,DOĞRU,DOĞRU,ONAY,False,True,True,1,0.9824,False,False,True,False
FACTURK-0368,DOĞRU,DOĞRU,ONAY,False,True,True,1,0.9458,False,False,True,False
FACTURK-0369,YALAN,DOĞRU,ONAY,False,False,True,0,0.9409,False,False,False,True
FACTURK-0370,DOĞRU,YETERSİZ VERİ,RET,True,False,True,1,0.9971,False,False,False,False
FACTURK-0371,DOĞRU,YALAN,RED,False,False,True,1,0.8223,False,False,False,True
FACTURK-0372,DOĞRU,YETERSİZ VERİ,RET,True,False,True,0,0.9233,False,False,False,False
FACTURK-0373,YALAN,YETERSİZ VERİ,RET,True,False,True,0,0.52,False,False,False,False
FACTURK-0374,DOĞRU,YETERSİZ VERİ,RET,True,False,True,0,0.9312,False,False,False,False
FACTURK-0375,YALAN,YALAN,RED,False,True,True,1,0.6265,False,False,False,False
FACTURK-0376,DOĞRU,YETERSİZ VERİ,RET,True,False,True,1,0.9565,False,False,False,False
FACTURK-0377,DOĞRU,YETERSİZ VERİ,RET,True,False,True,0,0.5918,False,False,False,False
FACTURK-0378,DOĞRU,YETERSİZ VERİ,RET,True,False,True,1,0.73,False,False,False,False
FACTURK-0379,DOĞRU,YETERSİZ VERİ,RET,True,False,True,0,0.9082,False,False,False,False
FACTURK-0380,YALAN,YALAN,RED,False,True,True,0,0.9429,False,False,True,False
FACTURK-0381,DOĞRU,YETERSİZ VERİ,RET,True,False,True,1,0.9966,False,False,False,False
FACTURK-0382,YALAN,YALAN,RED,False,True,True,0,0.6416,False,False,False,False
FACTURK-0383,DOĞRU,DOĞRU,ONAY,False,True,True,0,0.936,False,False,False,True
FACTURK-0384,DOĞRU,DOĞRU,ONAY,False,True,True,0,0.5464,False,False,False,False
FACTURK-0385,DOĞRU,YETERSİZ VERİ,RET,True,False,True,0,0.8638,False,False,False,False
FACTURK-0386,YALAN,YETERSİZ VERİ,RET,True,False,True,0,0.606,False,False,False,False
FACTURK-0387,YALAN,YETERSİZ VERİ,RET,True,False,True,1,0.9126,False,False,False,False
FACTURK-0388,YALAN,YETERSİZ VERİ,RET,True,False,True,1,0.7241,False,False,False,False
FACTURK-0389,YALAN,YETERSİZ VERİ,RET,True,False,True,0,0.9512,False,False,False,False
FACTURK-0390,DOĞRU,YETERSİZ VERİ,RET,True,False,True,0,0.7354,False,False,False,False
FACTURK-0391,DOĞRU,YETERSİZ VERİ,RET,True,False,True,0,0.7798,False,False,False,False
FACTURK-0392,YALAN,YETERSİZ VERİ,RET,True,False,True,0,0.9526,False,False,False,False
FACTURK-0393,DOĞRU,DOĞRU,ONAY,False,True,True,1,0.9873,False,False,True,False
FACTURK-0394,YALAN,YALAN,RED,False,True,True,1,0.7715,False,False,False,True
FACTURK-0395,DOĞRU,YALAN,RED,False,False,True,1,0.8345,False,False,False,True
FACTURK-0396,YALAN,YALAN,UYARI,False,True,True,1,0.7227,False,False,False,True
FACTURK-0397,YALAN,YETERSİZ VERİ,RET,True,False,True,1,0.5869,False,False,False,False
FACTURK-0398,YALAN,YETERSİZ VERİ,RET,True,False,True,0,0.7812,False,False,False,False
FACTURK-0399,YALAN,YETERSİZ VERİ,RET,True,False,True,0,0.9365,False,False,False,False
FACTURK-0400,YALAN,YETERSİZ VERİ,RET,True,False,True,1,0.9058,False,False,False,False
FACTURK-0401,DOĞRU,YETERSİZ VERİ,RET,True,False,True,0,0.937,False,False,False,False
FACTURK-0402,YALAN,YETERSİZ VERİ,RET,True,False,True,1,0.9854,False,False,False,False
FACTURK-0403,YALAN,YALAN,UYARI,False,True,True,0,0.9409,False,False,True,False
FACTURK-0404,DOĞRU,YETERSİZ VERİ,RET,True,False,True,0,0.7178,False,False,False,False
FACTURK-0405,YALAN,YALAN,RED,False,True,True,1,0.7656,False,False,False,True
FACTURK-0406,DOĞRU,YETERSİZ VERİ,RET,True,False,True,0,0.9482,False,False,False,False
FACTURK-0407,YALAN,YETERSİZ VERİ,RET,True,False,True,0,0.7715,False,False,False,False
FACTURK-0408,YALAN,YETERSİZ VERİ,RET,True,False,True,0,0.9307,False,False,False,False
FACTURK-0409,YALAN,DOĞRU,ONAY,False,False,True,1,0.9463,False,False,True,False
FACTURK-0410,YALAN,YETERSİZ VERİ,RET,True,False,True,1,0.8462,False,False,False,False
FACTURK-0411,DOĞRU,YALAN,RED,False,False,True,1,0.8779,False,False,False,True
FACTURK-0412,DOĞRU,YALAN,RED,False,False,True,1,0.8169,False,False,False,True
FACTURK-0413,DOĞRU,DOĞRU,ONAY,False,True,True,1,0.626,False,False,False,False
FACTURK-0414,YALAN,YETERSİZ VERİ,RET,True,False,True,0,0.8882,False,False,False,False
FACTURK-0415,DOĞRU,DOĞRU,ONAY,False,True,True,1,0.5005,False,False,False,False
FACTURK-0416,YALAN,YETERSİZ VERİ,RET,True,False,True,0,0.5815,False,False,False,False
FACTURK-0417,DOĞRU,YETERSİZ VERİ,RET,True,False,True,1,0.936,False,False,False,False
FACTURK-0418,YALAN,YETERSİZ VERİ,RET,True,False,True,0,0.9111,False,False,False,False
FACTURK-0419,DOĞRU,YETERSİZ VERİ,RET,True,False,True,1,0.7969,False,False,False,False
FACTURK-0420,YALAN,YETERSİZ VERİ,RET,True,False,True,0,0.9219,False,False,False,False
FACTURK-0421,YALAN,YALAN,RED,False,True,True,1,0.8091,False,False,False,True
FACTURK-0422,YALAN,YALAN,UYARI,False,True,True,1,0.9531,False,False,False,True
FACTURK-0423,DOĞRU,DOĞRU,ONAY,False,True,True,1,0.7021,False,False,True,False
FACTURK-0424,DOĞRU,YALAN,RED,False,False,True,1,0.6475,False,False,False,False
FACTURK-0425,DOĞRU,YETERSİZ VERİ,RET,True,False,True,1,0.9961,False,False,False,False
FACTURK-0426,DOĞRU,YETERSİZ VERİ,RET,True,False,True,0,0.5527,False,False,False,False
FACTURK-0427,YALAN,YETERSİZ VERİ,RET,True,False,True,0,0.8716,False,False,False,False
FACTURK-0428,YALAN,YETERSİZ VERİ,RET,True,False,True,1,0.7979,False,False,False,False
FACTURK-0429,DOĞRU,DOĞRU,ONAY,False,True,True,1,0.7529,False,False,True,False
FACTURK-0430,DOĞRU,DOĞRU,ONAY,False,True,True,1,0.6807,False,False,False,False
FACTURK-0431,DOĞRU,YALAN,RED,False,False,True,1,0.9365,False,False,False,True
FACTURK-0432,DOĞRU,DOĞRU,ONAY,False,True,True,0,0.582,False,False,False,False
FACTURK-0433,YALAN,YALAN,RED,False,True,True,0,0.5361,False,False,False,False
FACTURK-0434,DOĞRU,YETERSİZ VERİ,RET,True,False,True,1,0.8755,False,False,False,False
FACTURK-0435,DOĞRU,DOĞRU,ONAY,False,True,True,1,0.5845,False,False,False,False
FACTURK-0436,YALAN,YALAN,RED,False,True,True,0,0.8501,False,False,True,False
FACTURK-0437,DOĞRU,DOĞRU,ONAY,False,True,True,1,0.957,False,False,True,False
FACTURK-0438,YALAN,YETERSİZ VERİ,RET,True,False,True,1,0.6411,False,False,False,False
FACTURK-0439,DOĞRU,YALAN,RED,False,False,True,1,0.8662,False,False,False,True
FACTURK-0440,YALAN,YETERSİZ VERİ,RET,True,False,True,1,0.5288,False,False,False,False
FACTURK-0441,YALAN,YETERSİZ VERİ,RET,True,False,True,0,0.9209,False,False,False,False
FACTURK-0442,YALAN,YETERSİZ VERİ,RET,True,False,True,1,0.8965,False,False,False,False
FACTURK-0443,YALAN,YETERSİZ VERİ,RET,True,False,True,1,0.8115,False,False,False,False
FACTURK-0444,YALAN,YETERSİZ VERİ,RET,True,False,True,0,0.5854,False,False,False,False
FACTURK-0445,DOĞRU,DOĞRU,ONAY,False,True,True,1,0.8105,False,False,True,False
FACTURK-0446,YALAN,YETERSİZ VERİ,RET,True,False,True,0,0.7373,False,False,False,False
FACTURK-0447,DOĞRU,YETERSİZ VERİ,RET,True,False,True,1,0.5342,False,False,False,False
FACTURK-0448,DOĞRU,YALAN,RED,False,False,True,1,0.9834,False,False,False,True
FACTURK-0449,DOĞRU,YETERSİZ VERİ,RET,True,False,True,1,0.7061,False,False,False,False
FACTURK-0450,DOĞRU,DOĞRU,ONAY,False,True,True,1,0.9966,False,False,True,False
FACTURK-0451,DOĞRU,DOĞRU,ONAY,False,True,True,1,0.8574,False,False,True,False
FACTURK-0452,YALAN,YETERSİZ VERİ,RET,True,False,True,1,0.5957,False,False,False,False
FACTURK-0453,DOĞRU,DOĞRU,ONAY,False,True,True,1,0.8848,False,False,True,False
FACTURK-0454,DOĞRU,YALAN,RED,False,False,True,1,0.8877,False,False,False,True
FACTURK-0455,DOĞRU,YETERSİZ VERİ,RET,True,False,True,0,0.9321,False,False,False,False
FACTURK-0456,DOĞRU,YALAN,RED,False,False,True,0,0.9326,False,False,True,False
FACTURK-0457,DOĞRU,DOĞRU,ONAY,False,True,True,1,0.8994,False,False,True,False
FACTURK-0458,DOĞRU,YETERSİZ VERİ,RET,True,False,True,1,0.6753,False,False,False,False
FACTURK-0459,DOĞRU,YETERSİZ VERİ,RET,True,False,True,1,0.5605,False,False,False,False
FACTURK-0460,DOĞRU,YALAN,RED,False,False,True,1,0.7871,False,False,False,True
FACTURK-0461,DOĞRU,YETERSİZ VERİ,RET,True,False,True,0,0.7812,False,False,False,False
FACTURK-0462,DOĞRU,YETERSİZ VERİ,RET,True,False,True,0,0.7729,False,False,False,False
FACTURK-0463,DOĞRU,YETERSİZ VERİ,RET,True,False,True,0,0.9199,False,False,False,False
FACTURK-0464,DOĞRU,DOĞRU,ONAY,False,True,True,1,0.8311,False,False,True,False
FACTURK-0465,DOĞRU,YALAN,RED,False,False,True,0,0.7109,False,False,True,False
FACTURK-0466,YALAN,YALAN,RED,False,True,True,1,0.8164,False,False,False,True
FACTURK-0467,YALAN,YETERSİZ VERİ,RET,True,False,True,0,0.6372,False,False,False,False
FACTURK-0468,YALAN,YETERSİZ VERİ,RET,True,False,True,0,0.9536,False,False,False,False
FACTURK-0469,DOĞRU,DOĞRU,ONAY,False,True,True,1,0.6323,False,False,False,False
FACTURK-0470,DOĞRU,YALAN,RED,False,False,True,1,0.9849,False,False,False,True
FACTURK-0471,YALAN,YALAN,RED,False,True,True,1,0.9683,False,False,False,True
FACTURK-0472,DOĞRU,DOĞRU,ONAY,False,True,True,1,0.8945,False,False,True,False
FACTURK-0473,YALAN,YALAN,RED,False,True,True,1,0.8149,False,False,False,True
FACTURK-0474,DOĞRU,YETERSİZ VERİ,KISMI,True,False,True,0,0.7476,False,False,False,False
FACTURK-0475,YALAN,YETERSİZ VERİ,RET,True,False,True,0,0.647,False,False,False,False
FACTURK-0476,DOĞRU,DOĞRU,ONAY,False,True,True,1,0.9883,False,False,True,False
FACTURK-0477,YALAN,YETERSİZ VERİ,RET,True,False,True,0,0.9048,False,False,False,False
FACTURK-0478,DOĞRU,YALAN,RED,False,False,True,0,0.7886,False,False,True,False
FACTURK-0479,DOĞRU,YETERSİZ VERİ,RET,True,False,True,0,0.5718,False,False,False,False
FACTURK-0480,DOĞRU,YETERSİZ VERİ,KISMI,True,False,True,1,0.8516,False,False,False,False
FACTURK-0481,YALAN,YETERSİZ VERİ,RET,True,False,True,1,0.6577,False,False,False,False
FACTURK-0482,DOĞRU,DOĞRU,ONAY,False,True,True,1,0.5527,False,False,False,False
FACTURK-0483,YALAN,DOĞRU,ONAY,False,False,True,1,0.9609,False,False,True,False
FACTURK-0484,DOĞRU,YETERSİZ VERİ,RET,True,False,True,1,0.8774,False,False,False,False
FACTURK-0485,YALAN,DOĞRU,ONAY,False,False,True,1,0.9131,False,False,True,False
FACTURK-0486,YALAN,YETERSİZ VERİ,RET,True,False,True,0,0.9268,False,False,False,False
FACTURK-0487,YALAN,YETERSİZ VERİ,RET,True,False,True,0,0.811,False,False,False,False
FACTURK-0488,YALAN,YETERSİZ VERİ,RET,True,False,True,0,0.6587,False,False,False,False
FACTURK-0489,YALAN,DOĞRU,ONAY,False,False,True,1,0.6475,False,False,False,False
FACTURK-0490,YALAN,YETERSİZ VERİ,RET,True,False,True,0,0.8213,False,False,False,False
FACTURK-0491,DOĞRU,DOĞRU,ONAY,False,True,True,0,0.8984,False,False,False,True
FACTURK-0492,DOĞRU,YALAN,UYARI,False,False,True,1,0.9277,False,False,False,True
FACTURK-0493,YALAN,YETERSİZ VERİ,RET,True,False,True,0,0.5029,False,False,False,False
FACTURK-0494,YALAN,YALAN,RED,False,True,True,1,0.6899,False,False,False,False
FACTURK-0495,YALAN,YALAN,RED,False,True,True,1,0.8252,False,False,False,True
FACTURK-0496,DOĞRU,YALAN,RED,False,False,True,0,0.9229,False,False,True,False
FACTURK-0497,YALAN,YETERSİZ VERİ,RET,True,False,True,1,0.6729,False,False,False,False
FACTURK-0498,DOĞRU,YETERSİZ VERİ,RET,True,False,True,0,0.9419,False,False,False,False
FACTURK-0499,YALAN,YETERSİZ VERİ,RET,True,False,True,0,0.9502,False,False,False,False
FACTURK-0500,DOĞRU,YALAN,RED,False,False,True,0,0.9243,False,False,True,False
